Algorithm,Total_Delay_D,Effective_Delay,Avg_QoS_Q,Comp_Delay,Comm_Delay,Mem_Utilization,Penalty_Score,Fitness,Converged_Status,Experiment,Variable_Value,Resource_Factor,Replicate,Replicate_Seed
drs,3.037778362604627,12.716620300140626,3.5317937005065314,3.0006628070490717,0.037115555555555554,0.8481044416666667,4791669.270669533,-4791680.927767646,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,5,30047
our,1.5573828227701187,4.553822010567453,2.856886387887862,1.522424582029378,0.03495824074074074,0.9967135361111111,2078964.471015998,-2078969.4010437238,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,6,30048
ffd-m,2.223554697733293,7.428671871749293,3.536545618747977,2.1833013643999597,0.04025333333333334,0.8596644166666667,2883827.236924134,-2883834.818152004,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,6,30048
cds-m,2.2213032691618646,7.426420443177864,3.5365456187479767,2.1833013643999597,0.038001904761904765,0.8596644166666667,2883827.236924134,-2883834.806894861,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,6,30048
random-m,2.2213032691618646,7.426420443177864,3.536545618747977,2.1833013643999597,0.038001904761904765,0.8596644166666667,2883827.236924134,-2883834.806894861,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,6,30048
greedy-m,2.2213032691618646,7.426420443177864,3.5365456187479767,2.1833013643999597,0.038001904761904765,0.8596644166666667,2883827.236924134,-2883834.806894861,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,6,30048
lego,2.2213032691618646,7.426420443177864,3.5365456187479767,2.1833013643999597,0.038001904761904765,0.8596644166666667,2883827.236924134,-2883834.806894861,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,6,30048
drs,2.221582316780912,6.083089834476912,3.5365456187479767,2.1833013643999597,0.03828095238095239,0.8289264527777778,2894065.845660704,-2894073.4170266693,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,6,30048
our,0.21335401415345429,0.21335401415345429,3.348465864394155,0.1745987363756765,0.03875527777777778,0.9830371027777778,0.0,2.2816957936268834,"{'congested': False, 'oom': False}",resource_factor,0.8,0.8,7,30049
ffd-m,0.27525629698772747,0.27659091407572745,2.9117380046260033,0.24041629698772748,0.034839999999999996,0.9548990138888889,3571.576886067831,-3570.0414295481437,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,7,30049
cds-m,0.2740298910760024,0.2753645081640024,3.3361632548690427,0.23527461329822463,0.03875527777777778,0.9816170138888889,3571.576886067831,-3569.6108722683416,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,7,30049
random-m,0.27886332456880736,0.2801979416568074,3.559344708412238,0.23784142642065922,0.041021898148148155,0.9816170138888889,3571.576886067831,-3569.4118579822625,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,7,30049
greedy-m,0.31375635809759983,0.3150909751855998,3.3298953529137987,0.2752293739706157,0.03852698412698412,0.9329618555555556,3571.576886067831,-3569.815772505405,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,7,30049
lego,0.2740298910760024,0.2753645081640024,3.3361632548690427,0.23527461329822463,0.03875527777777778,0.9816170138888889,3571.576886067831,-3569.6108722683416,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,7,30049
drs,0.36471167188656095,0.36604628897456093,3.133352482680388,0.32371220098709,0.040999470899470904,0.9660214111111111,3571.576886067831,-3570.267091944583,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,7,30049
our,1.3114110190009935,2.4751095919147708,2.6621637994620686,1.2808721301121047,0.03053888888888889,0.9848257166666666,873382.0993192839,-873385.9942105794,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,8,30050
ffd-m,1.645497393042953,3.550403434410064,3.543795895645795,1.6053140597096198,0.04018333333333333,0.9930622472222222,984190.0548364957,-984194.7385275653,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,8,30050
cds-m,1.645497393042953,3.550403434410064,3.543795895645795,1.6053140597096198,0.04018333333333333,0.9930622472222222,984190.0548364957,-984194.7385275653,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,8,30050
random-m,1.8827795486972743,4.318275042302608,3.543795895645795,1.8424192606314307,0.04036028806584362,0.8162307333333333,1814003.773904434,-1814009.6440062819,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,8,30050
greedy-m,1.64443905970962,3.448535520077619,3.543795895645795,1.6053140597096198,0.039125,0.8521931972222222,2192382.44687058,-2192387.125269983,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,8,30050
lego,1.645497393042953,3.550403434410064,3.543795895645795,1.6053140597096198,0.04018333333333333,0.9930622472222222,984190.0548364957,-984194.7385275653,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,8,30050
drs,1.6442140597096198,3.448310520077619,3.543795895645795,1.6053140597096198,0.0389,0.8521931972222222,2192382.44687058,-2192387.1241449825,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,8,30050
our,0.39181284241530867,0.39181284241530867,3.591728160647023,0.36966191648938274,0.022150925925925928,0.9354383194444444,0.0,1.6326639485704797,"{'congested': False, 'oom': False}",resource_factor,0.8,0.8,9,30051
ffd-m,1.0204556472863995,1.793546553675733,3.595093389659047,0.9886156472863995,0.03184,0.9843717611111111,697979.0691856235,-697980.5763704703,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,9,30051
cds-m,0.5101766912790224,0.6146510344944299,3.4132942763103618,0.48980076535309647,0.020375925925925926,0.9670777861111111,125500.51910123738,-125499.65669041747,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,9,30051
random-m,0.5076675764633151,0.567618584700352,3.5983742609697362,0.46789894220405576,0.03976863425925926,0.9670777861111111,125500.51910123738,-125499.45906485873,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,9,30051
greedy-m,0.6221878318172587,0.7869461293793327,3.6065764392464574,0.5818101697802216,0.040377662037037035,0.9349524055555556,196619.82346952223,-196619.32783224207,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,9,30051
lego,0.5101766912790224,0.6146510344944299,3.4132942763103618,0.48980076535309647,0.020375925925925926,0.9670777861111111,125500.51910123738,-125499.65669041747,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,9,30051
drs,0.6477147036034473,0.8569963361438917,3.6147786175231795,0.6070996804552992,0.040615023148148154,0.9514821833333333,313334.55412772566,-313334.17792262614,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,9,30051
our,0.1802554454627429,0.1802554454627429,3.61008024279856,0.14770544546274292,0.032549999999999996,0.9914611088888889,0.0,2.708803015484845,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,0,40042
ffd-m,0.475961980238097,0.896435143407282,3.5921531268087032,0.4370342024603192,0.038927777777777776,0.9733304088888889,94764.18126103676,-94762.96891781114,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,0,40042
cds-m,0.6459561428431676,1.2107266953338343,3.608497167274324,0.6097894761765009,0.036166666666666666,0.9362635555555555,207061.9857019549,-207061.60698550183,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,0,40042
random-m,0.6455930476050723,0.8883599788904055,3.608497167274324,0.6097894761765009,0.03580357142857142,0.9751876822222222,101230.55808115547,-101230.17754922622,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,0,40042
greedy-m,0.5611166807651817,0.984722431359552,3.5994846828102416,0.522045932465862,0.03907074829931973,0.9865542311111111,100395.3190352882,-100394.5251340092,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,0,40042
lego,0.6459561428431676,1.2107266953338343,3.608497167274324,0.6097894761765009,0.036166666666666666,0.9362635555555555,207061.9857019549,-207061.60698550183,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,0,40042
drs,0.6478346386859491,0.8906015699712824,3.608497167274324,0.6097894761765009,0.03804516250944822,0.9751876822222222,101230.55808115547,-101230.18875718162,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,0,40042
our,0.6448822017197907,1.9995681383597914,2.881145207840596,0.6088129340430231,0.03606926767676768,0.9987232933333333,644221.1145609476,-644221.4578267484,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,1,40043
ffd-m,1.596888683336431,4.667018006135364,3.4988308994355566,1.557726183336431,0.0391625,0.8489511555555556,2320814.4456115845,-2320818.9312241017,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,1,40043
cds-m,1.596888683336431,4.667018006135364,3.4988308994355566,1.557726183336431,0.0391625,0.8489511555555556,2320814.4456115845,-2320818.9312241017,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,1,40043
random-m,1.5946478500030978,4.66477717280203,3.4988308994355566,1.557726183336431,0.03692166666666667,0.8489511555555556,2320814.4456115845,-2320818.920019935,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,1,40043
greedy-m,1.131626946506807,3.69494473804174,3.4988308994355566,1.0886136131734736,0.043013333333333334,0.8778235866666667,1278427.226615983,-1278429.385919816,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,1,40043
lego,1.596888683336431,4.667018006135364,3.4988308994355566,1.557726183336431,0.0391625,0.8489511555555556,2320814.4456115845,-2320818.9312241017,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,1,40043
drs,1.5945061833364311,4.664635506135364,3.4988308994355566,1.557726183336431,0.03678000000000001,0.8489511555555556,2320814.4456115845,-2320818.9193116017,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,1,40043
our,0.14198175097275992,0.14198175097275992,3.5873961183655725,0.11702008430609324,0.024961666666666663,0.8646755977777778,0.0,2.877487363501773,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,2,40044
ffd-m,0.14941064209630023,0.14941064209630023,3.579398916978279,0.12636397542963357,0.023046666666666663,0.9765411,0.0,2.8323457064967776,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,2,40044
cds-m,0.15837306540980758,0.15837306540980758,3.568203039130493,0.12629639874314091,0.03207666666666667,0.9765411,0.0,2.776337712081455,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,2,40044
random-m,0.1697925435101188,0.1697925435101188,3.5811718065495355,0.1299050435101188,0.039887500000000006,0.9897649222222222,0.0,2.7322090889989417,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,2,40044
greedy-m,0.2440707601091134,0.2440707601091134,3.5789556945854653,0.2036895101091134,0.04038125000000001,0.89980278,0.0,2.3586018940398983,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,2,40044
lego,0.15837306540980758,0.15837306540980758,3.568203039130493,0.12629639874314091,0.03207666666666667,0.9765411,0.0,2.776337712081455,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,2,40044
drs,0.16753782128789657,0.16753782128789657,3.5811718065495355,0.1299050435101188,0.03763277777777777,0.9897649222222222,0.0,2.743482700110053,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,2,40044
our,0.1642782505708799,0.1642782505708799,3.608423472357567,0.12528889871902807,0.03898935185185186,0.8502393822222222,0.0,2.7870322195031676,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,3,40045
ffd-m,0.17458800921884032,0.17458800921884032,3.0200210801299354,0.15573245366328478,0.018855555555555552,0.9627842333333333,0.0,2.147081034035734,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,3,40045
cds-m,0.18992926038910024,0.18992926038910024,3.5992838136292313,0.1501062974261373,0.03982296296296296,0.9621048844444444,0.0,2.6496375116837303,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,3,40045
random-m,0.20043200871443098,0.20043200871443098,3.601309973139238,0.15884769389961617,0.04158431481481482,0.9753287066666667,0.0,2.5991499295670835,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,3,40045
greedy-m,0.1821065676193251,0.1821065676193251,3.597257654119224,0.1413649009526584,0.04074166666666667,0.9488810622222222,0.0,2.6867248160225987,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,3,40045
lego,0.18992926038910024,0.18992926038910024,3.5992838136292313,0.1501062974261373,0.03982296296296296,0.9621048844444444,0.0,2.6496375116837303,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,3,40045
drs,0.18865335298169283,0.18865335298169283,3.5992838136292313,0.1501062974261373,0.03854705555555556,0.9621048844444444,0.0,2.6560170487207673,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,3,40045
our,0.21007913965060368,0.21007913965060368,3.5837523951286383,0.17335026587887276,0.03672887377173092,0.9797902622222222,0.0,2.53335669687562,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,4,40046
ffd-m,0.385349597744864,0.6761165239784638,3.574580473004285,0.348954268946678,0.036395328798185946,0.9896058711111111,146964.47110758477,-146962.8232751005,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,4,40046
cds-m,0.385349597744864,0.6761165239784638,3.574580473004285,0.348954268946678,0.036395328798185946,0.9896058711111111,146964.47110758477,-146962.8232751005,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,4,40046
random-m,0.4066284555609089,0.6973953817945084,3.5737483003483894,0.3661999975110222,0.04042845804988662,0.9128675511111111,146964.47110758477,-146962.93050156222,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,4,40046
greedy-m,0.43228803048630415,0.7230549567199039,3.577909163627868,0.3889217719829028,0.04336625850340136,0.9393151955555555,146964.47110758477,-146963.05463857358,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,4,40046
lego,0.385349597744864,0.6761165239784638,3.574580473004285,0.348954268946678,0.036395328798185946,0.9896058711111111,146964.47110758477,-146962.8232751005,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,4,40046
drs,0.4318714885361908,0.7226384147697905,3.577909163627868,0.3889217719829028,0.042949716553287984,0.9393151955555555,146964.47110758477,-146963.05255586383,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,4,40046
our,0.21633373448217533,0.21633373448217533,3.5449595760557684,0.1800295122599531,0.03630422222222223,0.9554643955555555,0.0,2.463290903644892,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,5,40047
ffd-m,0.2587481029695111,0.2612895720852444,3.4798833663754345,0.2269303251917333,0.03181777777777778,0.9913951777777777,7446.7066613771785,-7444.520518525651,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,5,40047
cds-m,0.30024109406799865,0.302782563183732,3.5432764713300036,0.2639368718457764,0.03630422222222223,0.9675521466666667,7446.7066613771785,-7444.664590376188,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,5,40047
random-m,0.3399064071250365,0.34244787624076983,3.487773483026814,0.3040131972484933,0.035893209876543215,0.9656948733333334,7446.7066613771785,-7444.918419929777,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,5,40047
greedy-m,0.5112916816825961,0.5782975593401961,3.555465183182562,0.4706902372381516,0.04060144444444445,0.9172614711111111,103340.11998413151,-103339.12097735674,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,5,40047
lego,0.30024109406799865,0.302782563183732,3.5432764713300036,0.2639368718457764,0.03630422222222223,0.9675521466666667,7446.7066613771785,-7444.664590376188,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,5,40047
drs,0.3087433201858855,0.31128478930161885,3.5493708272562827,0.2719070979636633,0.03683622222222222,0.9807759688888888,7446.7066613771785,-7444.701007150852,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,5,40047
our,0.1735652894494185,0.1735652894494185,3.594436699928127,0.14762362278275182,0.025941666666666665,0.6963864933333334,0.0,2.7266102526810343,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,6,40048
ffd-m,0.1747626541729072,0.1747626541729072,3.5912610306342305,0.14952932083957388,0.025233333333333333,0.7973003155555556,0.0,2.717447759769694,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,6,40048
cds-m,0.1754737652840183,0.1754737652840183,3.5912610306342305,0.14952932083957388,0.025944444444444447,0.7973003155555556,0.0,2.713892204214139,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,6,40048
random-m,0.18549274676549982,0.18549274676549982,3.5912610306342305,0.14952932083957388,0.035963425925925926,0.7973003155555556,0.0,2.6637972968067314,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,6,40048
greedy-m,0.18956126528401832,0.18956126528401832,3.5912610306342305,0.14952932083957388,0.04003194444444444,0.7973003155555556,0.0,2.6434547042141388,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,6,40048
lego,0.1754737652840183,0.1754737652840183,3.5912610306342305,0.14952932083957388,0.025944444444444447,0.7973003155555556,0.0,2.713892204214139,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,6,40048
drs,0.19161543195068498,0.19161543195068498,3.5912610306342305,0.14952932083957388,0.042086111111111116,0.7973003155555556,0.0,2.6331838708808055,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,6,40048
our,0.1354833746250716,0.1354833746250716,3.6551963382271744,0.12458893018062715,0.010894444444444444,0.8602372266666667,0.0,2.9777794651018166,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,7,40049
ffd-m,0.13698237667514865,0.13698237667514865,3.6449237273819026,0.12621571000848197,0.010766666666666666,0.9600149777777778,0.0,2.9600118440061594,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,7,40049
cds-m,0.13806470155563383,0.13806470155563383,3.403908742684411,0.12714803488896717,0.010916666666666667,0.9600149777777778,0.0,2.7135852349062417,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,7,40049
random-m,0.16339881186033384,0.16339881186033384,3.6449237273819026,0.12621571000848197,0.037183101851851856,0.9600149777777778,0.0,2.8279296680802335,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,7,40049
greedy-m,0.1712704830647463,0.1712704830647463,3.6505598610580856,0.13077464973141295,0.040495833333333335,0.9732388,0.0,2.7942074457343544,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,7,40049
lego,0.13806470155563383,0.13806470155563383,3.403908742684411,0.12714803488896717,0.010916666666666667,0.9600149777777778,0.0,2.7135852349062417,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,7,40049
drs,0.16960798306474628,0.16960798306474628,3.6505598610580856,0.13077464973141295,0.03883333333333333,0.9732388,0.0,2.802519945734354,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,7,40049
our,0.20518087156007886,0.20518087156007886,3.4929303410573027,0.1665430937823011,0.038637777777777764,0.9368882822222222,0.0,2.4670259832569084,"{'congested': False, 'oom': False}",resource_factor,1.0,1.0,8,40050
ffd-m,0.8418788254206121,1.1397396514558122,3.575402566310486,0.8112566031983899,0.030622222222222224,0.9719495088888889,533271.8195402873,-533272.453531848,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,8,40050
cds-m,0.8056690389503169,0.825573483635117,3.575402566310486,0.7666064463577243,0.039062592592592586,0.9620482933333333,51672.88608155186,-51673.3390241803,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,8,40050
random-m,0.44342875225928646,0.45191513593928645,3.5711814006646376,0.4032935670741013,0.04013518518518518,0.96001332,23676.364240127667,-23675.010202488298,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,8,40050
greedy-m,0.8064820019132799,0.8263864465980799,3.575402566310486,0.7666064463577243,0.039875555555555546,0.9620482933333333,51672.88608155186,-51673.34308899511,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,8,40050
lego,0.8056690389503169,0.825573483635117,3.575402566310486,0.7666064463577243,0.039062592592592586,0.9620482933333333,51672.88608155186,-51673.3390241803,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,8,40050
drs,0.5376537260070399,0.5542604539899731,3.5737141000521464,0.49928483711815097,0.03836888888888889,0.9097226444444444,40123.07090150485,-40122.18545603483,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,8,40050
our,0.6703464842487289,1.6807112382028624,3.3343930896411287,0.6312979627433526,0.03904852150537634,0.9990408377777777,726701.8576015794,-726701.874940911,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,9,40051
ffd-m,0.7201560214959313,1.0798771583407312,3.5427347830707214,0.6830671326070424,0.037088888888888887,0.9490068155555555,239443.7216350559,-239443.7796803803,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,9,40051
cds-m,0.7266312017309006,1.258321039537834,3.56188610457112,0.6873534239531228,0.03927777777777777,0.97545446,549372.6638502255,-549372.7351201295,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,9,40051
random-m,0.7191595449646655,1.422818083733732,3.54095054308467,0.6787808412609618,0.0403787037037037,0.9622306377777777,648340.1199841315,-648340.1748313133,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,9,40051
greedy-m,0.7266312017309006,1.258321039537834,3.56188610457112,0.6873534239531228,0.03927777777777777,0.97545446,549372.6638502255,-549372.7351201295,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,9,40051
lego,0.7266312017309006,1.258321039537834,3.56188610457112,0.6873534239531228,0.03927777777777777,0.97545446,549372.6638502255,-549372.7351201295,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,9,40051
drs,0.7249689844588942,1.4286275232279608,3.55431283741362,0.6830671326070424,0.04190185185185185,0.97545446,338411.17776896193,-338411.24830104684,"{'congested': True, 'oom': False}",resource_factor,1.0,1.0,9,40051
our,0.4317251029951319,0.6978204274395764,3.206585735115153,0.39471299436676066,0.03701210862837125,0.9979058518518519,253465.33747313707,-253464.28951291693,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,0,50042
ffd-m,0.46255546657676627,0.5837048710212106,3.5234882246738097,0.413356207317507,0.049199259259259255,0.9797718537037037,80036.04799365261,-80034.83728276083,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,0,50042
cds-m,0.4729696656142937,1.0069351411698493,3.5597553257489385,0.432200498947627,0.04076916666666667,0.9599026611111111,342536.04799365264,-342534.85308665497,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,0,50042
random-m,0.4708208693179974,1.004786344873553,3.5597553257489385,0.432200498947627,0.038620370370370374,0.9599026611111111,342536.04799365264,-342534.84234267345,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,0,50042
greedy-m,0.4652145789355652,0.9991800544911208,3.5528819919974954,0.4271585604170467,0.038056018518518524,0.9488828092592593,342536.04799365264,-342534.8211845553,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,0,50042
lego,0.4729696656142937,1.0069351411698493,3.5597553257489385,0.432200498947627,0.04076916666666667,0.9599026611111111,342536.04799365264,-342534.85308665497,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,0,50042
drs,0.4680490174661455,1.002014493021701,3.5597553257489385,0.432200498947627,0.035848518518518516,0.9599026611111111,342536.04799365264,-342534.8284834142,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,0,50042
our,0.15069008797101105,0.15069008797101105,3.608956514679089,0.11999425463767771,0.03069583333333334,0.8962215907407407,0.0,2.855506074824034,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,1,50043
ffd-m,0.15264320267587944,0.15264320267587944,3.605082198140535,0.1219473693425461,0.03069583333333334,0.9803164425925925,0.0,2.8418661847611375,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,1,50043
cds-m,0.15264320267587944,0.15264320267587944,3.605082198140535,0.1219473693425461,0.03069583333333334,0.9803164425925925,0.0,2.8418661847611375,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,1,50043
random-m,0.16164320267587942,0.16164320267587942,3.605082198140535,0.12194736934254609,0.03969583333333333,0.9803164425925925,0.0,2.796866184761138,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,1,50043
greedy-m,0.15875153600921277,0.15875153600921277,3.605082198140535,0.12194736934254609,0.03680416666666667,0.9803164425925925,0.0,2.8113245180944713,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,1,50043
lego,0.15264320267587944,0.15264320267587944,3.605082198140535,0.1219473693425461,0.03069583333333334,0.9803164425925925,0.0,2.8418661847611375,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,1,50043
drs,0.1623783878610646,0.1623783878610646,3.605082198140535,0.12194736934254609,0.04043101851851851,0.9803164425925925,0.0,2.793190258835212,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,1,50043
our,0.3873946010681314,0.5509942579712426,3.2641104588409378,0.3550565558006417,0.03233804526748971,0.9983596666666666,181465.33747313707,-181464.01033568356,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,2,50044
ffd-m,0.4009521080988019,0.7639871059156905,3.581039109549418,0.36486363073254674,0.03608847736625514,0.9899616444444445,270536.04799365264,-270534.4717150836,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,2,50044
cds-m,0.39738247846917224,0.7604174762860609,3.581039109549418,0.36486363073254674,0.032518847736625514,0.9899616444444445,270536.04799365264,-270534.45386693545,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,2,50044
random-m,0.3944221986954705,0.7574571965123592,3.6040656388844012,0.3566534744156351,0.03776872427983539,0.9789417925925926,270536.04799365264,-270534.41603900725,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,2,50044
greedy-m,0.4440577723271268,0.8070927701440157,3.607691318662354,0.4014410362160157,0.042616736111111116,0.9370328962962963,270536.04799365264,-270534.6605911956,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,2,50044
lego,0.39738247846917224,0.7604174762860609,3.581039109549418,0.36486363073254674,0.032518847736625514,0.9899616444444445,270536.04799365264,-270534.45386693545,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,2,50044
drs,0.45412238646672776,0.8171573842836167,3.6102014046624737,0.4135054420222833,0.04061694444444445,0.9480527481481481,270536.04799365264,-270534.7084041803,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,2,50044
our,0.14773795428858547,0.14773795428858547,3.015406002386117,0.11170292027498002,0.03603503401360545,0.971882987037037,0.0,2.27671623094319,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,3,50045
ffd-m,1.1348036098755654,1.2556348783093438,3.529456089701566,1.0948076915082186,0.03999591836734694,0.975126525925926,225868.34243865422,-225870.48700061388,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,3,50045
cds-m,0.5691527310257969,0.8543308507057968,3.5486575833502236,0.532225633520128,0.036927097505668936,0.9803907203703703,293001.3854667897,-293000.6825728615,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,3,50045
random-m,0.9169988810021803,1.0126015571941802,3.5387789311213966,0.8788225393544101,0.038176341647770215,0.9872194055555555,181695.6626161919,-181696.70883166578,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,3,50045
greedy-m,1.134923904660146,1.2557551730939245,3.529456089701566,1.0948076915082186,0.04011621315192743,0.975126525925926,225868.34243865422,-225870.48760208781,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,3,50045
lego,0.5691527310257969,0.8543308507057968,3.5486575833502236,0.532225633520128,0.036927097505668936,0.9803907203703703,293001.3854667897,-293000.6825728615,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,3,50045
drs,0.7966148292640154,0.8448274158417932,3.529456089701566,0.7599516395436828,0.03666318972033257,0.9872194055555555,115159.61462253926,-115160.06824059588,"{'congested': True, 'oom': False}",resource_factor,1.2,1.2,3,50045
our,0.11861477977683886,0.11861477977683886,3.659010588091835,0.10646477977683887,0.01215,0.6467749518518519,0.0,3.065936689207641,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,4,50046
ffd-m,0.13601092289440472,0.13601092289440472,3.6515477652511783,0.11929092289440472,0.016720000000000002,0.7510160555555555,0.0,2.9714931507791547,"{'congested': False, 'oom': False}",resource_factor,1.2,1.2,4,50046
