step,load_factor,cpu_factor,gpu_factor,avg_delay,avg_comp_delay,avg_comm_delay,total_penalty,stable_chains,total_chains,cpu_utilization,gpu_utilization
15,1.305,0.932,0.873,37.66520568568527,3.207012572315083,0.10567373377965461,34.35251937959054,0,4,0.6568455989097313,0.7964522244565679
16,1.182,0.784,0.82,38.697283652679616,3.3555641467624473,0.09413700895748842,35.24758249695967,0,4,0.6697697288157168,0.7309227614515037
17,0.507,1.172,1.099,0.5409491627910054,0.44358130273715657,0.09736786005384884,0.0,4,4,0.6611755671803013,0.8024749361595291
18,1.205,1.168,0.975,13.937286882898839,3.0095134034777855,0.09874260994360408,10.82903086947745,0,4,0.6632789977916388,0.9041355697459789
19,1.069,0.784,0.769,31.532734602688688,3.0386074167163213,0.10724672143155833,28.386880464540813,0,4,0.6697469080686227,0.7796309854217619
20,1.168,0.983,1.039,19.8525601438968,2.6859798545518867,0.09663113211325071,17.069949157231658,0,4,0.6614714201419961,0.7132445316468176
21,1.265,1.081,1.032,21.676782926522552,4.0547482252217755,0.10779956826397379,17.514235133036802,0,4,0.6649975854872269,0.7951648649301478
22,1.059,0.882,0.718,22.931034370399466,2.729142021510347,0.10188088662481552,20.100011462264305,0,4,0.6729036123258818,0.9379572672603075
23,0.937,0.829,0.945,17.11200874648544,2.8907932346385894,0.10361211481247508,14.117603397034378,0,4,0.6711909026478803,0.6665762563170131
24,1.353,0.84,0.735,45.7453697171879,3.51592141697053,0.10065361909344706,42.12879468112392,0,4,0.6693530499671112,0.8647942631882019
25,0.781,0.876,1.097,7.479279290218099,1.5238863932416395,0.10019626077216356,5.855196636204297,1,4,0.6705424938477186,0.6084434821178127
26,1.057,1.17,1.099,7.476895213997079,1.8356720330186225,0.10062391754979244,5.540599263428663,1,4,0.6622013359872134,0.8027104290575524
27,0.906,1.188,0.8,11.792848526549573,2.559794671915891,0.10075947186328886,9.132294382770393,1,4,0.5785029657069559,0.9917918487192341
28,0.523,0.754,1.133,1.0384800388133368,0.9296452172091473,0.1088348216041894,0.0,4,4,0.6548159098164352,0.4982907440582864
29,0.962,0.797,1.001,23.94842169732273,2.7217105610555437,0.09847065175098378,21.128240484516205,0,4,0.666760322764626,0.6052968300963124
30,0.652,1.118,0.968,0.6137441102547635,0.514046272774472,0.09969783748029146,0.0,4,4,0.659782724798633,0.8670996384521036
31,0.881,0.881,1.078,11.41958961008606,1.9541593997485704,0.1029577368490539,9.362472473488436,1,4,0.6669260556923307,0.6191546657037724
32,0.862,0.753,0.771,20.770541172341442,2.7055439840133526,0.09598777051042935,17.96900941781766,0,4,0.6560677550332354,0.7327035717561372
33,1.462,1.245,1.12,22.91503751048621,2.847061440253625,0.10070436507466134,19.967271705157923,0,4,0.6625716183249266,0.8398120232673345
34,0.766,1.282,1.167,0.5959057362497002,0.49213681393376746,0.10376892231593271,0.0,4,4,0.6632821969932737,0.827233180751296
35,1.217,0.97,0.863,34.53454100802353,10.818497520860387,0.10743983939781299,23.608603647765335,0,4,0.6639220079043743,0.8519733462093119
36,0.596,1.242,0.973,0.5522080681597228,0.44488872524462786,0.10731934291509493,0.0,4,4,0.6644858440335752,0.9660759728237726
37,0.702,0.884,1.048,4.592644007622848,1.4134264420402078,0.10557654170237217,3.073641023880268,1,4,0.6719867460361202,0.6433347531221437
38,0.677,1.214,1.155,0.5816986293826878,0.4739729260126706,0.1077257033700173,0.0,4,4,0.669292451035357,0.8001542740856469
39,1.219,0.959,1.076,26.072252408498485,2.85869571157782,0.10198351630898203,23.111573180611686,0,4,0.6645776696266132,0.6774405119834597
40,1.084,1.09,0.751,29.049982907060585,2.949306439390677,0.10422327935873085,25.996453188311172,0,4,0.584911774985422,0.9917942841649449
41,0.916,0.725,0.996,24.174350952950025,3.1514478580628373,0.10054706007973192,20.922356034807457,0,4,0.6552008772400582,0.5418339580096326
42,0.83,0.787,0.762,14.883473665613613,2.188703717404754,0.09472293041279177,12.600047017796067,0,4,0.6673322928602207,0.7864613482895287
43,1.088,0.802,1.255,33.01073147520096,3.191188488454104,0.10293393345044112,29.716609053296423,0,4,0.6621127590768054,0.48258285999152395
44,1.081,0.908,1.055,21.307380440119413,2.9574906962568774,0.1024474886493607,18.247442255213173,0,4,0.6675865999215459,0.6540093117851292
