Step,Algorithm,Replicate,Load_Factor,Capacity_Factor,Total_Delay_D,Avg_QoS_Q,Comp_Delay,Comm_Delay,Mem_Utilization,Penalty_Score,Fitness
8,drs,0,1.7059,0.6309,1.9015472467549837,2.804199506286232,1.8583639460374364,0.04318330071754729,0.6216530649755961,1020405.3634926074,-1020412.0670293348
9,our,0,1.7059,0.6309,0.7547913351470252,2.5248584739258626,0.7080219032027937,0.046769431944231506,0.9963137359920268,1007227.0817513214,-1007228.3308495233
9,ffd-m,0,1.7059,0.6309,1.1749394095178685,2.799149705841289,1.1705167089307844,0.0044227005870841486,0.5999372781039536,1543897.44533433,-1543900.5208816717
9,cds-m,0,1.7059,0.6309,1.162685979620453,2.4011496411493516,1.158263279033369,0.0044227005870841486,0.5747263334416588,1519181.5759597933,-1519184.9882400502
9,random-m,0,1.7059,0.6309,1.2130476939275228,2.799149705841289,1.1705167089307844,0.04253098499673841,0.5999372781039536,1975849.8125272174,-1975853.0786159812
9,greedy-m,0,1.7059,0.6309,1.1987199000379352,2.4011496411493516,1.158263279033369,0.04045662100456621,0.5747263334416588,1341986.395450054,-1341989.987899913
9,lego,0,1.7059,0.6309,1.1716212164601068,2.5076812788823,1.1671985158730227,0.0044227005870841486,0.5837302422496212,1529316.753590603,-1529320.1040154062
9,drs,0,1.7059,0.6309,1.9015472467549837,2.804199506286232,1.8583639460374364,0.04318330071754729,0.6216530649755961,1020405.3634926074,-1020412.0670293348
10,our,0,1.7059,0.6309,0.7547913351470252,2.5248584739258626,0.7080219032027937,0.046769431944231506,0.9963137359920268,1007227.0817513214,-1007228.3308495233
10,ffd-m,0,1.7059,0.6309,1.1749394095178685,2.799149705841289,1.1705167089307844,0.0044227005870841486,0.5999372781039536,1543897.44533433,-1543900.5208816717
10,cds-m,0,1.7059,0.6309,1.162685979620453,2.4011496411493516,1.158263279033369,0.0044227005870841486,0.5747263334416588,1519181.5759597933,-1519184.9882400502
10,random-m,0,1.7059,0.6309,1.2130476939275228,2.799149705841289,1.1705167089307844,0.04253098499673841,0.5999372781039536,1975849.8125272174,-1975853.0786159812
10,greedy-m,0,1.7059,0.6309,1.1987199000379352,2.4011496411493516,1.158263279033369,0.04045662100456621,0.5747263334416588,1341986.395450054,-1341989.987899913
10,lego,0,1.7059,0.6309,1.1716212164601068,2.5076812788823,1.1671985158730227,0.0044227005870841486,0.5837302422496212,1529316.753590603,-1529320.1040154062
10,drs,0,1.7059,0.6309,1.9015472467549837,2.804199506286232,1.8583639460374364,0.04318330071754729,0.6216530649755961,1020405.3634926074,-1020412.0670293348
11,our,0,1.7059,0.6309,0.7547913351470252,2.5248584739258626,0.7080219032027937,0.046769431944231506,0.9963137359920268,1007227.0817513214,-1007228.3308495233
11,ffd-m,0,1.7059,0.6309,1.1749394095178685,2.799149705841289,1.1705167089307844,0.0044227005870841486,0.5999372781039536,1543897.44533433,-1543900.5208816717
11,cds-m,0,1.7059,0.6309,1.162685979620453,2.4011496411493516,1.158263279033369,0.0044227005870841486,0.5747263334416588,1519181.5759597933,-1519184.9882400502
11,random-m,0,1.7059,0.6309,1.2130476939275228,2.799149705841289,1.1705167089307844,0.04253098499673841,0.5999372781039536,1975849.8125272174,-1975853.0786159812
11,greedy-m,0,1.7059,0.6309,1.1987199000379352,2.4011496411493516,1.158263279033369,0.04045662100456621,0.5747263334416588,1341986.395450054,-1341989.987899913
11,lego,0,1.7059,0.6309,1.1716212164601068,2.5076812788823,1.1671985158730227,0.0044227005870841486,0.5837302422496212,1529316.753590603,-1529320.1040154062
11,drs,0,1.7059,0.6309,1.9015472467549837,2.804199506286232,1.8583639460374364,0.04318330071754729,0.6216530649755961,1020405.3634926074,-1020412.0670293348
12,our,0,1.7059,0.6309,0.7547913351470252,2.5248584739258626,0.7080219032027937,0.046769431944231506,0.9963137359920268,1007227.0817513214,-1007228.3308495233
12,ffd-m,0,1.7059,0.6309,1.1749394095178685,2.799149705841289,1.1705167089307844,0.0044227005870841486,0.5999372781039536,1543897.44533433,-1543900.5208816717
12,cds-m,0,1.7059,0.6309,1.162685979620453,2.4011496411493516,1.158263279033369,0.0044227005870841486,0.5747263334416588,1519181.5759597933,-1519184.9882400502
12,random-m,0,1.7059,0.6309,1.2130476939275228,2.799149705841289,1.1705167089307844,0.04253098499673841,0.5999372781039536,1975849.8125272174,-1975853.0786159812
12,greedy-m,0,1.7059,0.6309,1.1987199000379352,2.4011496411493516,1.158263279033369,0.04045662100456621,0.5747263334416588,1341986.395450054,-1341989.987899913
12,lego,0,1.7059,0.6309,1.1716212164601068,2.5076812788823,1.1671985158730227,0.0044227005870841486,0.5837302422496212,1529316.753590603,-1529320.1040154062
12,drs,0,1.7059,0.6309,1.9015472467549837,2.804199506286232,1.8583639460374364,0.04318330071754729,0.6216530649755961,1020405.3634926074,-1020412.0670293348
13,our,0,1.3857,0.857,0.9106001638808233,3.1383783387512145,0.870424261359597,0.04017590252122626,0.997499793828346,35295.26825778794,-35296.68288026859
13,ffd-m,0,1.3857,0.857,1.5696012574605875,2.799635877931356,1.5651887874366068,0.0044124700239808155,0.44165550935922326,1132385.8529783608,-1132390.9013487701
13,cds-m,0,1.3857,0.857,0.8458900054519796,2.401601502040597,0.8414775354279987,0.0044124700239808155,0.42309598153417677,1112959.4979914972,-1112961.3258400224
13,random-m,0,1.3857,0.857,1.6076348306020745,2.799635877931356,1.5651887874366068,0.042446043165467615,0.44165550935922326,223817.53432603102,-223822.77286430608
13,greedy-m,0,1.3857,0.857,0.8819251773144896,2.401601502040597,0.8414775354279987,0.040447641886490804,0.42309598153417677,268287.9574589154,-268289.9654833
13,lego,0,1.3857,0.857,0.8480702768584435,2.508182950276933,0.8436578068344627,0.0044124700239808155,0.42972438432883625,1126726.9496054582,-1126728.6817738921
13,drs,0,1.3857,0.857,1.2060373504357331,2.8045604968804287,1.1628239211791385,0.043213429256594715,0.4576420087183609,178109.5331317986,-178112.7587580539
14,our,0,1.0654,1.0831,0.1487351112135608,3.5863589342051,0.11793051351241139,0.030804597701149426,0.6191132172774348,0.0,2.8426833781372958
14,ffd-m,0,1.0654,1.0831,0.06425408155713815,2.79759797989341,0.05992806274836071,0.00432601880877743,0.34945786033310267,0.0,2.4763275721077194
14,cds-m,0,1.0654,1.0831,0.05431749177152941,2.4017704424124076,0.049991472962751984,0.00432601880877743,0.3347727205689835,0.0,2.1301829835547603
14,random-m,0,1.0654,1.0831,0.10245679838054461,2.79759797989341,0.0599280627483607,0.04252873563218391,0.34945786033310267,0.0,2.285313987990687
14,greedy-m,0,1.0654,1.0831,0.09040944579451791,2.4017704424124076,0.04999147296275198,0.04041797283176594,0.3347727205689835,0.0,1.949723213439818
14,lego,0,1.0654,1.0831,0.059844695534964236,2.5083434610612976,0.05551867672618681,0.00432601880877743,0.34001741334188323,0.0,2.2091199833864765
14,drs,0,1.0654,1.0831,0.11309939881664915,2.8028809714840635,0.07002729850316952,0.043072100313479626,0.36210710333330004,0.0,2.2373839774008175
15,our,0,0.7451,1.3092,0.09334896340673712,3.5869989434961136,0.08897396340673712,0.004375,0.341287667437592,0.0,3.120254126462428
15,ffd-m,0,0.7451,1.3092,0.029241187855634773,2.7989218300985272,0.024866187855634773,0.004375,0.2891056952549639,0.0,2.652715890820353
15,cds-m,0,0.7451,1.3092,0.026250941940360817,2.4005909063149176,0.021875941940360816,0.004375,0.2769567124351895,0.0,2.2693361966131134
15,random-m,0,0.7451,1.3092,0.06736618785563477,2.7989218300985272,0.024866187855634773,0.042499999999999996,0.2891056952549639,0.0,2.4620908908203534
15,greedy-m,0,0.7451,1.3092,0.06232237051178939,2.4005909063149176,0.021875941940360816,0.04044642857142857,0.2769567124351895,0.0,2.0889790537559705
15,lego,0,0.7451,1.3092,0.027724237644029284,2.507473637932048,0.023349237644029283,0.004375,0.2812956348708232,0.0,2.368852449711902
15,drs,0,0.7451,1.3092,0.07045289597287747,2.804149873424029,0.02735765787763937,0.0430952380952381,0.29957038529952384,0.0,2.4518853935596416
16,our,0,0.7451,1.3092,0.09334896340673712,3.5869989434961136,0.08897396340673712,0.004375,0.341287667437592,0.0,3.120254126462428
16,ffd-m,0,0.7451,1.3092,0.029241187855634773,2.7989218300985272,0.024866187855634773,0.004375,0.2891056952549639,0.0,2.652715890820353
16,cds-m,0,0.7451,1.3092,0.026250941940360817,2.4005909063149176,0.021875941940360816,0.004375,0.2769567124351895,0.0,2.2693361966131134
16,random-m,0,0.7451,1.3092,0.06736618785563477,2.7989218300985272,0.024866187855634773,0.042499999999999996,0.2891056952549639,0.0,2.4620908908203534
16,greedy-m,0,0.7451,1.3092,0.06232237051178939,2.4005909063149176,0.021875941940360816,0.04044642857142857,0.2769567124351895,0.0,2.0889790537559705
16,lego,0,0.7451,1.3092,0.027724237644029284,2.507473637932048,0.023349237644029283,0.004375,0.2812956348708232,0.0,2.368852449711902
16,drs,0,0.7451,1.3092,0.07045289597287747,2.804149873424029,0.02735765787763937,0.0430952380952381,0.29957038529952384,0.0,2.4518853935596416
17,our,0,0.7451,1.3092,0.09334896340673712,3.5869989434961136,0.08897396340673712,0.004375,0.341287667437592,0.0,3.120254126462428
17,ffd-m,0,0.7451,1.3092,0.029241187855634773,2.7989218300985272,0.024866187855634773,0.004375,0.2891056952549639,0.0,2.652715890820353
17,cds-m,0,0.7451,1.3092,0.026250941940360817,2.4005909063149176,0.021875941940360816,0.004375,0.2769567124351895,0.0,2.2693361966131134
17,random-m,0,0.7451,1.3092,0.06736618785563477,2.7989218300985272,0.024866187855634773,0.042499999999999996,0.2891056952549639,0.0,2.4620908908203534
17,greedy-m,0,0.7451,1.3092,0.06232237051178939,2.4005909063149176,0.021875941940360816,0.04044642857142857,0.2769567124351895,0.0,2.0889790537559705
17,lego,0,0.7451,1.3092,0.027724237644029284,2.507473637932048,0.023349237644029283,0.004375,0.2812956348708232,0.0,2.368852449711902
17,drs,0,0.7451,1.3092,0.07045289597287747,2.804149873424029,0.02735765787763937,0.0430952380952381,0.29957038529952384,0.0,2.4518853935596416
18,our,0,0.7451,1.3092,0.09334896340673712,3.5869989434961136,0.08897396340673712,0.004375,0.341287667437592,0.0,3.120254126462428
18,ffd-m,0,0.7451,1.3092,0.029241187855634773,2.7989218300985272,0.024866187855634773,0.004375,0.2891056952549639,0.0,2.652715890820353
18,cds-m,0,0.7451,1.3092,0.026250941940360817,2.4005909063149176,0.021875941940360816,0.004375,0.2769567124351895,0.0,2.2693361966131134
18,random-m,0,0.7451,1.3092,0.06736618785563477,2.7989218300985272,0.024866187855634773,0.042499999999999996,0.2891056952549639,0.0,2.4620908908203534
18,greedy-m,0,0.7451,1.3092,0.06232237051178939,2.4005909063149176,0.021875941940360816,0.04044642857142857,0.2769567124351895,0.0,2.0889790537559705
18,lego,0,0.7451,1.3092,0.027724237644029284,2.507473637932048,0.023349237644029283,0.004375,0.2812956348708232,0.0,2.368852449711902
18,drs,0,0.7451,1.3092,0.07045289597287747,2.804149873424029,0.02735765787763937,0.0430952380952381,0.29957038529952384,0.0,2.4518853935596416
19,our,0,0.7451,1.3092,0.09334896340673712,3.5869989434961136,0.08897396340673712,0.004375,0.341287667437592,0.0,3.120254126462428
19,ffd-m,0,0.7451,1.3092,0.029241187855634773,2.7989218300985272,0.024866187855634773,0.004375,0.2891056952549639,0.0,2.652715890820353
19,cds-m,0,0.7451,1.3092,0.026250941940360817,2.4005909063149176,0.021875941940360816,0.004375,0.2769567124351895,0.0,2.2693361966131134
19,random-m,0,0.7451,1.3092,0.06736618785563477,2.7989218300985272,0.024866187855634773,0.042499999999999996,0.2891056952549639,0.0,2.4620908908203534
19,greedy-m,0,0.7451,1.3092,0.06232237051178939,2.4005909063149176,0.021875941940360816,0.04044642857142857,0.2769567124351895,0.0,2.0889790537559705
19,lego,0,0.7451,1.3092,0.027724237644029284,2.507473637932048,0.023349237644029283,0.004375,0.2812956348708232,0.0,2.368852449711902
19,drs,0,0.7451,1.3092,0.07045289597287747,2.804149873424029,0.02735765787763937,0.0430952380952381,0.29957038529952384,0.0,2.4518853935596416
20,our,0,1.3786,1.0442,0.20219622568923035,3.5866126511797765,0.17522682150243485,0.02696940418679549,0.7071683893438582,0.0,2.575631522733625
20,ffd-m,0,1.3786,1.0442,0.7473945914719984,2.7992344510238825,0.7429501470275539,0.0044444444444444444,0.3624657819583234,29097.730403619953,-29098.668142126287
20,cds-m,0,1.3786,1.0442,0.6476469161019784,2.40174225302366,0.643202471657534,0.0044444444444444444,0.3472340150646127,6739.545843247641,-6740.382335575127
20,random-m,0,1.3786,1.0442,0.7854944304414025,2.7992344510238825,0.7429501470275539,0.042544283413848624,0.3624657819583234,44560.68241055137,-44561.810648252555
20,greedy-m,0,1.3786,1.0442,0.6836372542662296,2.40174225302366,0.643202471657534,0.040434782608695645,0.3472340150646127,6739.545843247641,-6740.562287265948
20,lego,0,1.3786,1.0442,0.7405696007112123,2.5082803131668623,0.7361251562667678,0.0044444444444444444,0.3526739318123665,22202.497850179072,-22203.69241786946
20,drs,0,1.3786,1.0442,0.7968969646307562,2.804293649890319,0.7536441465953295,0.04325281803542673,0.3755858696017292,47382.98605702526,-47384.16624819852
21,our,0,2.0121,0.7792,0.8594751582723033,3.1782266247768316,0.8160812897233959,0.04339386854890731,0.9979087473279856,1164030.6676986027,-1164031.7868477693
21,ffd-m,0,2.0121,0.7792,1.1686007841203532,2.79910816114425,1.1641821794691904,0.004418604651162791,0.48571520228246123,1604183.7306274134,-1604186.7745231728
21,cds-m,0,2.0121,0.7792,1.1600180787926524,2.4012119165048125,1.1555994741414897,0.004418604651162791,0.46530417010743336,1573655.611755982,-1573659.0106344596
21,random-m,0,2.0121,0.7792,1.206707096412712,2.79910816114425,1.1641821794691904,0.04252491694352159,0.48571520228246123,1082070.2630706362,-1082073.4974979572
21,greedy-m,0,2.0121,0.7792,1.1960313678291974,2.4012119165048125,1.1555994741414897,0.04043189368770764,0.46530417010743336,1478663.5965830297,-1478667.1755279524
21,lego,0,2.0121,0.7792,1.166065171437901,2.507758611688443,1.1616465667867382,0.004418604651162791,0.4725938244556576,1586174.2046813513,-1586177.5272485968
21,drs,0,2.0121,0.7792,1.8959635354259032,2.804224735105824,1.8527852408522598,0.043178294573643416,0.5032965198602215,1029182.5744082805,-1029189.2500012226
22,our,0,2.6455,0.5143,1.2686387218878992,2.8316713642696945,1.228869000414404,0.039769721473495064,0.9967125362986499,4042035.157306483,-4042038.668828728
22,ffd-m,0,2.6455,0.5143,2.933003612577114,2.7990759478898064,2.9285759396211395,0.004427672955974843,0.7359661233846756,4271803.488621478,-4271815.354563593
22,cds-m,0,2.6455,0.5143,1.176188099894725,2.401312433261504,1.17176042693875,0.004427672955974843,0.7050388883433492,2241368.4906398165,-2241371.9702678826
22,random-m,0,2.6455,0.5143,2.9710916628915798,2.7990759478898064,2.9285759396211395,0.04251572327044024,0.7359661233846756,5292359.988842605,-5292372.045224971
22,greedy-m,0,2.6455,0.5143,1.2122132571274293,2.401312433261504,1.17176042693875,0.04045283018867924,0.7050388883433492,3248978.086236111,-3248981.7459899634
22,lego,0,2.6455,0.5143,2.4331198390475444,2.507791424140877,2.4286921660915697,0.004427672955974843,0.7160843294295371,4110286.622046471,-4110296.279854242
22,drs,0,2.6455,0.5143,3.3186434991664817,2.804164387476233,3.275473687845727,0.04316981132075471,0.7626057139943482,4998158.400540553,-4998172.189593662
23,our,0,2.6455,0.5143,1.2686387218878992,2.8316713642696945,1.228869000414404,0.039769721473495064,0.9967125362986499,4042035.157306483,-4042038.668828728
23,ffd-m,0,2.6455,0.5143,2.933003612577114,2.7990759478898064,2.9285759396211395,0.004427672955974843,0.7359661233846756,4271803.488621478,-4271815.354563593
23,cds-m,0,2.6455,0.5143,1.176188099894725,2.401312433261504,1.17176042693875,0.004427672955974843,0.7050388883433492,2241368.4906398165,-2241371.9702678826
23,random-m,0,2.6455,0.5143,2.9710916628915798,2.7990759478898064,2.9285759396211395,0.04251572327044024,0.7359661233846756,5292359.988842605,-5292372.045224971
23,greedy-m,0,2.6455,0.5143,1.2122132571274293,2.401312433261504,1.17176042693875,0.04045283018867924,0.7050388883433492,3248978.086236111,-3248981.7459899634
23,lego,0,2.6455,0.5143,2.4331198390475444,2.507791424140877,2.4286921660915697,0.004427672955974843,0.7160843294295371,4110286.622046471,-4110296.279854242
23,drs,0,2.6455,0.5143,3.3186434991664817,2.804164387476233,3.275473687845727,0.04316981132075471,0.7626057139943482,4998158.400540553,-4998172.189593662
24,our,0,2.6455,0.5143,1.2686387218878992,2.8316713642696945,1.228869000414404,0.039769721473495064,0.9967125362986499,4042035.157306483,-4042038.668828728
24,ffd-m,0,2.6455,0.5143,2.933003612577114,2.7990759478898064,2.9285759396211395,0.004427672955974843,0.7359661233846756,4271803.488621478,-4271815.354563593
24,cds-m,0,2.6455,0.5143,1.176188099894725,2.401312433261504,1.17176042693875,0.004427672955974843,0.7050388883433492,2241368.4906398165,-2241371.9702678826
24,random-m,0,2.6455,0.5143,2.9710916628915798,2.7990759478898064,2.9285759396211395,0.04251572327044024,0.7359661233846756,5292359.988842605,-5292372.045224971
24,greedy-m,0,2.6455,0.5143,1.2122132571274293,2.401312433261504,1.17176042693875,0.04045283018867924,0.7050388883433492,3248978.086236111,-3248981.7459899634
24,lego,0,2.6455,0.5143,2.4331198390475444,2.507791424140877,2.4286921660915697,0.004427672955974843,0.7160843294295371,4110286.622046471,-4110296.279854242
24,drs,0,2.6455,0.5143,3.3186434991664817,2.804164387476233,3.275473687845727,0.04316981132075471,0.7626057139943482,4998158.400540553,-4998172.189593662
25,our,0,2.6455,0.5143,1.2686387218878992,2.8316713642696945,1.228869000414404,0.039769721473495064,0.9967125362986499,4042035.157306483,-4042038.668828728
25,ffd-m,0,2.6455,0.5143,2.933003612577114,2.7990759478898064,2.9285759396211395,0.004427672955974843,0.7359661233846756,4271803.488621478,-4271815.354563593
25,cds-m,0,2.6455,0.5143,1.176188099894725,2.401312433261504,1.17176042693875,0.004427672955974843,0.7050388883433492,2241368.4906398165,-2241371.9702678826
25,random-m,0,2.6455,0.5143,2.9710916628915798,2.7990759478898064,2.9285759396211395,0.04251572327044024,0.7359661233846756,5292359.988842605,-5292372.045224971
25,greedy-m,0,2.6455,0.5143,1.2122132571274293,2.401312433261504,1.17176042693875,0.04045283018867924,0.7050388883433492,3248978.086236111,-3248981.7459899634
