Step,Algorithm,Replicate,Load_Factor,Capacity_Factor,Total_Delay_D,Avg_QoS_Q,Comp_Delay,Comm_Delay,Mem_Utilization,Penalty_Score,Fitness
9,greedy-m,1,1.6201,0.6798,0.883843945220703,2.4081248237666255,0.8412513526281103,0.042592592592592585,0.4577537633782126,928857.3066456818,-928859.3177405841
9,lego,1,1.6201,0.6798,0.8526480838403196,2.5015635268181318,0.8454052854864101,0.007242798353909465,0.5612120923503747,1274742.3342999422,-1274744.0959768347
9,drs,1,1.6201,0.6798,0.8832052926643793,2.841833784320613,0.8623410951335151,0.0208641975308642,0.5913921788048152,453030.4955879455,-453032.06978062453
10,our,1,1.6201,0.6798,0.8974832706361565,2.5638748204393993,0.8601104311299836,0.03737283950617284,0.9983571856426315,302857.3066456818,-302859.2301872145
10,ffd-m,1,1.6201,0.6798,0.8564041164227673,2.8668412089516973,0.8491613180688578,0.007242798353909465,0.5729103906130916,1281475.786441059,-1281477.2016204323
10,cds-m,1,1.6201,0.6798,0.8598110234100034,2.4081248237666255,0.8412513526281103,0.018559670781893002,0.4577537633782126,928857.3066456818,-928859.1975759751
10,random-m,1,1.6201,0.6798,0.8880913592211211,2.8668412089516973,0.8491613180688578,0.03893004115226336,0.5729103906130916,578008.0194923831,-578009.5931079703
10,greedy-m,1,1.6201,0.6798,0.883843945220703,2.4081248237666255,0.8412513526281103,0.042592592592592585,0.4577537633782126,928857.3066456818,-928859.3177405841
10,lego,1,1.6201,0.6798,0.8526480838403196,2.5015635268181318,0.8454052854864101,0.007242798353909465,0.5612120923503747,1274742.3342999422,-1274744.0959768347
10,drs,1,1.6201,0.6798,0.8832052926643793,2.841833784320613,0.8623410951335151,0.0208641975308642,0.5913921788048152,453030.4955879455,-453032.06978062453
11,our,1,1.6201,0.6798,0.8974832706361565,2.5638748204393993,0.8601104311299836,0.03737283950617284,0.9983571856426315,302857.3066456818,-302859.2301872145
11,ffd-m,1,1.6201,0.6798,0.8564041164227673,2.8668412089516973,0.8491613180688578,0.007242798353909465,0.5729103906130916,1281475.786441059,-1281477.2016204323
11,cds-m,1,1.6201,0.6798,0.8598110234100034,2.4081248237666255,0.8412513526281103,0.018559670781893002,0.4577537633782126,928857.3066456818,-928859.1975759751
11,random-m,1,1.6201,0.6798,0.8880913592211211,2.8668412089516973,0.8491613180688578,0.03893004115226336,0.5729103906130916,578008.0194923831,-578009.5931079703
11,greedy-m,1,1.6201,0.6798,0.883843945220703,2.4081248237666255,0.8412513526281103,0.042592592592592585,0.4577537633782126,928857.3066456818,-928859.3177405841
11,lego,1,1.6201,0.6798,0.8526480838403196,2.5015635268181318,0.8454052854864101,0.007242798353909465,0.5612120923503747,1274742.3342999422,-1274744.0959768347
11,drs,1,1.6201,0.6798,0.8832052926643793,2.841833784320613,0.8623410951335151,0.0208641975308642,0.5913921788048152,453030.4955879455,-453032.06978062453
12,our,1,1.6201,0.6798,0.8974832706361565,2.5638748204393993,0.8601104311299836,0.03737283950617284,0.9983571856426315,302857.3066456818,-302859.2301872145
12,ffd-m,1,1.6201,0.6798,0.8564041164227673,2.8668412089516973,0.8491613180688578,0.007242798353909465,0.5729103906130916,1281475.786441059,-1281477.2016204323
12,cds-m,1,1.6201,0.6798,0.8598110234100034,2.4081248237666255,0.8412513526281103,0.018559670781893002,0.4577537633782126,928857.3066456818,-928859.1975759751
12,random-m,1,1.6201,0.6798,0.8880913592211211,2.8668412089516973,0.8491613180688578,0.03893004115226336,0.5729103906130916,578008.0194923831,-578009.5931079703
12,greedy-m,1,1.6201,0.6798,0.883843945220703,2.4081248237666255,0.8412513526281103,0.042592592592592585,0.4577537633782126,928857.3066456818,-928859.3177405841
12,lego,1,1.6201,0.6798,0.8526480838403196,2.5015635268181318,0.8454052854864101,0.007242798353909465,0.5612120923503747,1274742.3342999422,-1274744.0959768347
12,drs,1,1.6201,0.6798,0.8832052926643793,2.841833784320613,0.8623410951335151,0.0208641975308642,0.5913921788048152,453030.4955879455,-453032.06978062453
13,our,1,1.2443,0.8842,0.31715657083751037,3.3071427155422026,0.2830026068390424,0.03415396399846801,0.9975508660761547,10723.858217821828,-10722.136857960473
13,ffd-m,1,1.2443,0.8842,0.3539303224577805,2.8671853183064013,0.3467989551655553,0.007131367292225202,0.44049283329416855,1019481.4687934398,-1019480.3712597338
13,cds-m,1,1.2443,0.8842,0.8562108078102273,2.407556573645494,0.8376049096869029,0.018605898123324395,0.3519525138403549,219343.14930693083,-219345.02280439623
13,random-m,1,1.2443,0.8842,0.38573997393231135,2.8671853183064013,0.3467989551655553,0.03894101876675603,0.44049283329416855,19481.46879343983,-19480.530307991186
13,greedy-m,1,1.2443,0.8842,0.8802322555314069,2.407556573645494,0.8376049096869029,0.042627345844504026,0.3519525138403549,219343.14930693083,-219345.14291163484
13,lego,1,1.2443,0.8842,0.35200704344092937,2.500958940164924,0.3448756761487042,0.007131367292225202,0.4314983786099901,1010723.8582178218,-1010723.1172940988
13,drs,1,1.2443,0.8842,0.6279319810257151,2.841991999565047,0.607020452875581,0.02091152815013405,0.4547029006595081,23001.721860876783,-23002.019528782348
14,our,1,0.8685,1.0885,0.101076547146621,3.6261123558827193,0.08251244458251843,0.018564102564102566,0.5086703990614871,0.0,3.120729620149614
14,ffd-m,1,0.8685,1.0885,0.03567381407443729,2.8672866585363743,0.028519967920591135,0.007153846153846154,0.35779515100618114,0.0,2.688917588164188
14,cds-m,1,0.8685,1.0885,0.05089158710394087,2.4066331985851366,0.03232748453983831,0.018564102564102566,0.28587730223619495,0.0,2.1521752630654323
14,random-m,1,0.8685,1.0885,0.06746227561289883,2.8672866585363743,0.028519967920591135,0.0389423076923077,0.35779515100618114,0.0,2.5299752804718803
14,greedy-m,1,0.8685,1.0885,0.07489158710394088,2.4066331985851366,0.03232748453983831,0.04256410256410257,0.28587730223619495,0.0,2.032175263065432
14,lego,1,0.8685,1.0885,0.03375194417146115,2.500085350368327,0.026598098017614993,0.007153846153846154,0.3504893062143892,0.0,2.331325629511021
14,drs,1,0.8685,1.0885,0.052941666523383,2.841959641918452,0.032018589600306076,0.020923076923076923,0.36933743459060964,0.0,2.577251309301537
15,our,1,0.4927,1.2929,0.06519161705031962,3.6257910764366965,0.047015941374643946,0.018175675675675677,0.28537553074816163,0.0,3.2998329911850983
15,ffd-m,1,0.4927,1.2929,0.02299761168649109,2.8657815610546105,0.01583544952432893,0.007162162162162163,0.3012405537263118,0.0,2.750793502622155
15,cds-m,1,0.4927,1.2929,0.03304209561745216,2.408219756215009,0.01457362714898369,0.01846846846846847,0.2406903407752662,0.0,2.243009278127748
15,random-m,1,0.4927,1.2929,0.05482193601081542,2.8657815610546105,0.01583544952432893,0.03898648648648649,0.3012405537263118,0.0,2.5916718810005333
15,greedy-m,1,0.4927,1.2929,0.05709614967150622,2.408219756215009,0.01457362714898369,0.042522522522522525,0.2406903407752662,0.0,2.122739007857478
15,lego,1,0.4927,1.2929,0.021885944221624112,2.5020032583300766,0.014723782059461949,0.007162162162162163,0.2950895013033574,0.0,2.392573537221956
15,drs,1,0.4927,1.2929,0.038272816416446656,2.8409515328147936,0.01746200560563584,0.020810810810810813,0.3109584157165077,0.0,2.6495874507325605
16,our,1,0.4927,1.2929,0.06519161705031962,3.6257910764366965,0.047015941374643946,0.018175675675675677,0.28537553074816163,0.0,3.2998329911850983
16,ffd-m,1,0.4927,1.2929,0.02299761168649109,2.8657815610546105,0.01583544952432893,0.007162162162162163,0.3012405537263118,0.0,2.750793502622155
16,cds-m,1,0.4927,1.2929,0.03304209561745216,2.408219756215009,0.01457362714898369,0.01846846846846847,0.2406903407752662,0.0,2.243009278127748
16,random-m,1,0.4927,1.2929,0.05482193601081542,2.8657815610546105,0.01583544952432893,0.03898648648648649,0.3012405537263118,0.0,2.5916718810005333
16,greedy-m,1,0.4927,1.2929,0.05709614967150622,2.408219756215009,0.01457362714898369,0.042522522522522525,0.2406903407752662,0.0,2.122739007857478
16,lego,1,0.4927,1.2929,0.021885944221624112,2.5020032583300766,0.014723782059461949,0.007162162162162163,0.2950895013033574,0.0,2.392573537221956
16,drs,1,0.4927,1.2929,0.038272816416446656,2.8409515328147936,0.01746200560563584,0.020810810810810813,0.3109584157165077,0.0,2.6495874507325605
17,our,1,0.4927,1.2929,0.06519161705031962,3.6257910764366965,0.047015941374643946,0.018175675675675677,0.28537553074816163,0.0,3.2998329911850983
17,ffd-m,1,0.4927,1.2929,0.02299761168649109,2.8657815610546105,0.01583544952432893,0.007162162162162163,0.3012405537263118,0.0,2.750793502622155
17,cds-m,1,0.4927,1.2929,0.03304209561745216,2.408219756215009,0.01457362714898369,0.01846846846846847,0.2406903407752662,0.0,2.243009278127748
17,random-m,1,0.4927,1.2929,0.05482193601081542,2.8657815610546105,0.01583544952432893,0.03898648648648649,0.3012405537263118,0.0,2.5916718810005333
17,greedy-m,1,0.4927,1.2929,0.05709614967150622,2.408219756215009,0.01457362714898369,0.042522522522522525,0.2406903407752662,0.0,2.122739007857478
17,lego,1,0.4927,1.2929,0.021885944221624112,2.5020032583300766,0.014723782059461949,0.007162162162162163,0.2950895013033574,0.0,2.392573537221956
17,drs,1,0.4927,1.2929,0.038272816416446656,2.8409515328147936,0.01746200560563584,0.020810810810810813,0.3109584157165077,0.0,2.6495874507325605
18,our,1,0.4927,1.2929,0.06519161705031962,3.6257910764366965,0.047015941374643946,0.018175675675675677,0.28537553074816163,0.0,3.2998329911850983
18,ffd-m,1,0.4927,1.2929,0.02299761168649109,2.8657815610546105,0.01583544952432893,0.007162162162162163,0.3012405537263118,0.0,2.750793502622155
18,cds-m,1,0.4927,1.2929,0.03304209561745216,2.408219756215009,0.01457362714898369,0.01846846846846847,0.2406903407752662,0.0,2.243009278127748
18,random-m,1,0.4927,1.2929,0.05482193601081542,2.8657815610546105,0.01583544952432893,0.03898648648648649,0.3012405537263118,0.0,2.5916718810005333
18,greedy-m,1,0.4927,1.2929,0.05709614967150622,2.408219756215009,0.01457362714898369,0.042522522522522525,0.2406903407752662,0.0,2.122739007857478
18,lego,1,0.4927,1.2929,0.021885944221624112,2.5020032583300766,0.014723782059461949,0.007162162162162163,0.2950895013033574,0.0,2.392573537221956
18,drs,1,0.4927,1.2929,0.038272816416446656,2.8409515328147936,0.01746200560563584,0.020810810810810813,0.3109584157165077,0.0,2.6495874507325605
19,our,1,0.4927,1.2929,0.06519161705031962,3.6257910764366965,0.047015941374643946,0.018175675675675677,0.28537553074816163,0.0,3.2998329911850983
19,ffd-m,1,0.4927,1.2929,0.02299761168649109,2.8657815610546105,0.01583544952432893,0.007162162162162163,0.3012405537263118,0.0,2.750793502622155
19,cds-m,1,0.4927,1.2929,0.03304209561745216,2.408219756215009,0.01457362714898369,0.01846846846846847,0.2406903407752662,0.0,2.243009278127748
19,random-m,1,0.4927,1.2929,0.05482193601081542,2.8657815610546105,0.01583544952432893,0.03898648648648649,0.3012405537263118,0.0,2.5916718810005333
19,greedy-m,1,0.4927,1.2929,0.05709614967150622,2.408219756215009,0.01457362714898369,0.042522522522522525,0.2406903407752662,0.0,2.122739007857478
19,lego,1,0.4927,1.2929,0.021885944221624112,2.5020032583300766,0.014723782059461949,0.007162162162162163,0.2950895013033574,0.0,2.392573537221956
19,drs,1,0.4927,1.2929,0.038272816416446656,2.8409515328147936,0.01746200560563584,0.020810810810810813,0.3109584157165077,0.0,2.6495874507325605
20,our,1,1.1774,1.0927,0.11963800153883802,3.6257817249153472,0.09941201283827304,0.020225988700564974,0.579167539937647,0.0,3.0275917172211573
20,ffd-m,1,1.1774,1.0927,0.05582761652235728,2.8661900906526534,0.048652475279419426,0.007175141242937854,0.3564241046902144,0.0,2.587052008040867
20,cds-m,1,1.1774,1.0927,0.12103379725287672,2.4086551470871775,0.10244622663140779,0.018587570621468926,0.2847818401514036,0.0,1.803486160822794
20,random-m,1,1.1774,1.0927,0.0875649046579505,2.8661900906526534,0.048652475279419426,0.03891242937853107,0.3564241046902144,0.0,2.428365567362901
20,greedy-m,1,1.1774,1.0927,0.14510159386304622,2.4086551470871775,0.10244622663140779,0.042655367231638416,0.2847818401514036,0.0,1.6831471777719464
20,lego,1,1.1774,1.0927,0.051152022808223827,2.5020925458785106,0.04397688156528597,0.007175141242937854,0.3491462553912586,0.0,2.2463324318373914
20,drs,1,1.1774,1.0927,0.0780796828482721,2.8411861358225687,0.057232225221153454,0.020847457627118645,0.3679221590408431,0.0,2.450787721581208
21,our,1,1.8621,0.8925,0.3097495085015735,3.185656629323247,0.27589946720759984,0.0338500412939737,0.9984245234395163,116807.99467900385,-116806.35776991704
21,ffd-m,1,1.8621,0.8925,0.8515088917054051,2.867294546789167,0.8443045906301363,0.007204301075268818,0.4363598379680126,1255062.8084862577,-1255064.1987361694
21,cds-m,1,1.8621,0.8925,0.8579385416099098,2.40790839940585,0.8393483385035776,0.01859020310633214,0.34865026239655084,910847.9680740229,-910849.8498583316
21,random-m,1,1.8621,0.8925,0.8832741246803155,2.867294546789167,0.8443045906301363,0.038969534050179215,0.4363598379680126,513891.3190940797,-513892.8681701563
21,greedy-m,1,1.8621,0.8925,0.8819887208213792,2.40790839940585,0.8393483385035776,0.04264038231780167,0.34865026239655084,910847.9680740229,-910849.9701092276
21,lego,1,1.8621,0.8925,0.8490153938248006,2.5013126521781834,0.8418110927495318,0.007204301075268818,0.42744977521115113,1246222.249982915,-1246223.9937472318
21,drs,1,1.8621,0.8925,0.8711504807021079,2.8422284996349108,0.8502544233544376,0.020896057347670253,0.45043657707562296,415053.38054621225,-415054.8940701161
22,our,1,2.5468,0.6924,0.9643771680057569,3.3479522238088366,0.9255754288801988,0.038801739125558024,0.9973889086832085,2482606.459909476,-2482607.933843092
22,ffd-m,1,2.5468,0.6924,0.9010424422171992,2.867563433591052,0.8938770878864906,0.0071653543307086615,0.5625161205644273,1652144.1239966862,-1652145.7616454638
22,cds-m,1,2.5468,0.6924,0.8619976284826313,2.408162334409527,0.8433887045981169,0.018608923884514437,0.44944877134053324,1964614.53479632,-1964616.436622128
22,random-m,1,2.5468,0.6924,0.9328403424796664,2.867563433591052,0.8938770878864906,0.03896325459317585,0.5625161205644273,1389511.7789925442,-1389513.575630823
22,greedy-m,1,2.5468,0.6924,0.8860133765141274,2.408162334409527,0.8433887045981169,0.042624671916010486,0.44944877134053324,1964614.53479632,-1964616.556700868
22,lego,1,2.5468,0.6924,0.8923305482775615,2.5015916644652463,0.8851651939468529,0.0071653543307086615,0.5510300636456357,1645286.249963982,-1645288.210025059
22,drs,1,2.5468,0.6924,2.079461043262215,2.842382387595557,2.058516161372451,0.020944881889763782,0.5806625950655728,1773919.400661045,-1773926.9555838737
23,our,1,2.5468,0.6924,0.9643771680057569,3.3479522238088366,0.9255754288801988,0.038801739125558024,0.9973889086832085,2482606.459909476,-2482607.933843092
23,ffd-m,1,2.5468,0.6924,0.9010424422171992,2.867563433591052,0.8938770878864906,0.0071653543307086615,0.5625161205644273,1652144.1239966862,-1652145.7616454638
23,cds-m,1,2.5468,0.6924,0.8619976284826313,2.408162334409527,0.8433887045981169,0.018608923884514437,0.44944877134053324,1964614.53479632,-1964616.436622128
23,random-m,1,2.5468,0.6924,0.9328403424796664,2.867563433591052,0.8938770878864906,0.03896325459317585,0.5625161205644273,1389511.7789925442,-1389513.575630823
23,greedy-m,1,2.5468,0.6924,0.8860133765141274,2.408162334409527,0.8433887045981169,0.042624671916010486,0.44944877134053324,1964614.53479632,-1964616.556700868
23,lego,1,2.5468,0.6924,0.8923305482775615,2.5015916644652463,0.8851651939468529,0.0071653543307086615,0.5510300636456357,1645286.249963982,-1645288.210025059
23,drs,1,2.5468,0.6924,2.079461043262215,2.842382387595557,2.058516161372451,0.020944881889763782,0.5806625950655728,1773919.400661045,-1773926.9555838737
24,our,1,2.5468,0.6924,0.9643771680057569,3.3479522238088366,0.9255754288801988,0.038801739125558024,0.9973889086832085,2482606.459909476,-2482607.933843092
24,ffd-m,1,2.5468,0.6924,0.9010424422171992,2.867563433591052,0.8938770878864906,0.0071653543307086615,0.5625161205644273,1652144.1239966862,-1652145.7616454638
24,cds-m,1,2.5468,0.6924,0.8619976284826313,2.408162334409527,0.8433887045981169,0.018608923884514437,0.44944877134053324,1964614.53479632,-1964616.436622128
24,random-m,1,2.5468,0.6924,0.9328403424796664,2.867563433591052,0.8938770878864906,0.03896325459317585,0.5625161205644273,1389511.7789925442,-1389513.575630823
24,greedy-m,1,2.5468,0.6924,0.8860133765141274,2.408162334409527,0.8433887045981169,0.042624671916010486,0.44944877134053324,1964614.53479632,-1964616.556700868
24,lego,1,2.5468,0.6924,0.8923305482775615,2.5015916644652463,0.8851651939468529,0.0071653543307086615,0.5510300636456357,1645286.249963982,-1645288.210025059
24,drs,1,2.5468,0.6924,2.079461043262215,2.842382387595557,2.058516161372451,0.020944881889763782,0.5806625950655728,1773919.400661045,-1773926.9555838737
25,our,1,2.5468,0.6924,0.9643771680057569,3.3479522238088366,0.9255754288801988,0.038801739125558024,0.9973889086832085,2482606.459909476,-2482607.933843092
25,ffd-m,1,2.5468,0.6924,0.9010424422171992,2.867563433591052,0.8938770878864906,0.0071653543307086615,0.5625161205644273,1652144.1239966862,-1652145.7616454638
25,cds-m,1,2.5468,0.6924,0.8619976284826313,2.408162334409527,0.8433887045981169,0.018608923884514437,0.44944877134053324,1964614.53479632,-1964616.436622128
25,random-m,1,2.5468,0.6924,0.9328403424796664,2.867563433591052,0.8938770878864906,0.03896325459317585,0.5625161205644273,1389511.7789925442,-1389513.575630823
25,greedy-m,1,2.5468,0.6924,0.8860133765141274,2.408162334409527,0.8433887045981169,0.042624671916010486,0.44944877134053324,1964614.53479632,-1964616.556700868
25,lego,1,2.5468,0.6924,0.8923305482775615,2.5015916644652463,0.8851651939468529,0.0071653543307086615,0.5510300636456357,1645286.249963982,-1645288.210025059
25,drs,1,2.5468,0.6924,2.079461043262215,2.842382387595557,2.058516161372451,0.020944881889763782,0.5806625950655728,1773919.400661045,-1773926.9555838737
26,our,1,2.5468,0.6924,0.9643771680057569,3.3479522238088366,0.9255754288801988,0.038801739125558024,0.9973889086832085,2482606.459909476,-2482607.933843092
26,ffd-m,1,2.5468,0.6924,0.9010424422171992,2.867563433591052,0.8938770878864906,0.0071653543307086615,0.5625161205644273,1652144.1239966862,-1652145.7616454638
26,cds-m,1,2.5468,0.6924,0.8619976284826313,2.408162334409527,0.8433887045981169,0.018608923884514437,0.44944877134053324,1964614.53479632,-1964616.436622128
26,random-m,1,2.5468,0.6924,0.9328403424796664,2.867563433591052,0.8938770878864906,0.03896325459317585,0.5625161205644273,1389511.7789925442,-1389513.575630823
26,greedy-m,1,2.5468,0.6924,0.8860133765141274,2.408162334409527,0.8433887045981169,0.042624671916010486,0.44944877134053324,1964614.53479632,-1964616.556700868
26,lego,1,2.5468,0.6924,0.8923305482775615,2.5015916644652463,0.8851651939468529,0.0071653543307086615,0.5510300636456357,1645286.249963982,-1645288.210025059
26,drs,1,2.5468,0.6924,2.079461043262215,2.842382387595557,2.058516161372451,0.020944881889763782,0.5806625950655728,1773919.400661045,-1773926.9555838737
27,our,1,1.8891,0.9107,0.31197971627300386,3.18883433674209,0.27425826344332593,0.03772145282967794,0.998360126340085,118647.29295509968,-118645.6640193443
27,ffd-m,1,1.8891,0.9107,0.8521644332969928,2.8671799127394615,0.8449333927326189,0.007231040564373898,0.4276459469000507,1257947.9743385166,-1257949.3679807703
27,cds-m,1,1.8891,0.9107,0.8587164231080298,2.4086652648500415,0.8401038422732267,0.018612580834803057,0.34168788835798825,921883.7577305982,-921885.6426474489
27,random-m,1,1.8891,0.9107,0.8838222816215078,2.8671799127394615,0.8449333927326189,0.03888888888888888,0.4276459469000507,518507.94226166233,-518509.4941931577
27,greedy-m,1,1.8891,0.9107,0.8827375871291937,2.4086652648500415,0.8401038422732267,0.042633744855967076,0.34168788835798825,921883.7577305982,-921885.762753269
27,lego,1,1.8891,0.9107,0.8497271653604173,2.5020042587278057,0.8424961247960434,0.007231040564373898,0.41891381370846165,1248927.2769166725,-1248929.0235482405
27,drs,1,1.8891,0.9107,0.8715312263335666,2.8421170266507705,0.8506493921183991,0.02088183421516755,0.44144158046012244,419427.3108779201,-419428.8264170251
28,our,1,1.2314,1.1291,0.11911055832503037,3.626286319282883,0.09889434210881415,0.020216216216216217,0.5605096207199288,0.0,3.0307335276577314
28,ffd-m,1,1.2314,1.1291,0.055853641451786194,2.866789618465942,0.048664452262597004,0.00718918918918919,0.34494187943761556,0.0,2.587521411207011
28,cds-m,1,1.2314,1.1291,0.12821913195385276,2.4072195232830333,0.1096425553772762,0.018576576576576576,0.2756075750177083,0.0,1.7661238635137695
28,random-m,1,1.2314,1.1291,0.08762391172205647,2.866789618465942,0.048664452262597004,0.03895945945945946,0.34494187943761556,0.0,2.4286700598556594
28,greedy-m,1,1.2314,1.1291,0.15232724006196088,2.4072195232830333,0.1096425553772762,0.04268468468468468,0.2756075750177083,0.0,1.6455833229732288
28,lego,1,1.2314,1.1291,0.05096590617099876,2.500627022668057,0.04377671698180957,0.00718918918918919,0.337898486517747,0.0,2.245797491813063
28,drs,1,1.2314,1.1291,0.07831488423886805,2.841799106053504,0.057504073428057245,0.02081081081081081,0.3560695232344034,0.0,2.450224684859164
29,our,1,0.5737,1.3474,0.06764774784642819,3.625896434338312,0.049566352497590976,0.018081395348837213,0.27382017850406537,0.0,3.287657695106171
29,ffd-m,1,0.5737,1.3474,0.022672284150323394,2.8649567267021827,0.015579260894509442,0.007093023255813953,0.2890427990716354,0.0,2.751595305950566
29,cds-m,1,0.5737,1.3474,0.03294971715483554,2.40480239713185,0.014500104751734758,0.01844961240310078,0.23094436969597215,0.0,2.2400538113576727
29,random-m,1,0.5737,1.3474,0.05453274926660247,2.8649567267021827,0.015579260894509442,0.038953488372093024,0.2890427990716354,0.0,2.5922929803691703
29,greedy-m,1,0.5737,1.3474,0.057135763666463446,2.40480239713185,0.014500104751734758,0.04263565891472869,0.23094436969597215,0.0,2.119123578799533
29,lego,1,0.5737,1.3474,0.021581565543716725,2.498617955378831,0.014488542287902771,0.007093023255813953,0.2831408134738317,0.0,2.3907101276602476
29,drs,1,0.5737,1.3474,0.03790425682771542,2.8398562610831246,0.01720658240911077,0.020697674418604654,0.2983671679054214,0.0,2.6503349769445474
30,our,1,0.5737,1.3474,0.06764774784642819,3.625896434338312,0.049566352497590976,0.018081395348837213,0.27382017850406537,0.0,3.287657695106171
30,ffd-m,1,0.5737,1.3474,0.022672284150323394,2.8649567267021827,0.015579260894509442,0.007093023255813953,0.2890427990716354,0.0,2.751595305950566
30,cds-m,1,0.5737,1.3474,0.03294971715483554,2.40480239713185,0.014500104751734758,0.01844961240310078,0.23094436969597215,0.0,2.2400538113576727
30,random-m,1,0.5737,1.3474,0.05453274926660247,2.8649567267021827,0.015579260894509442,0.038953488372093024,0.2890427990716354,0.0,2.5922929803691703
30,greedy-m,1,0.5737,1.3474,0.057135763666463446,2.40480239713185,0.014500104751734758,0.04263565891472869,0.23094436969597215,0.0,2.119123578799533
30,lego,1,0.5737,1.3474,0.021581565543716725,2.498617955378831,0.014488542287902771,0.007093023255813953,0.2831408134738317,0.0,2.3907101276602476
30,drs,1,0.5737,1.3474,0.03790425682771542,2.8398562610831246,0.01720658240911077,0.020697674418604654,0.2983671679054214,0.0,2.6503349769445474
31,our,1,0.5737,1.3474,0.06764774784642819,3.625896434338312,0.049566352497590976,0.018081395348837213,0.27382017850406537,0.0,3.287657695106171
31,ffd-m,1,0.5737,1.3474,0.022672284150323394,2.8649567267021827,0.015579260894509442,0.007093023255813953,0.2890427990716354,0.0,2.751595305950566
31,cds-m,1,0.5737,1.3474,0.03294971715483554,2.40480239713185,0.014500104751734758,0.01844961240310078,0.23094436969597215,0.0,2.2400538113576727
31,random-m,1,0.5737,1.3474,0.05453274926660247,2.8649567267021827,0.015579260894509442,0.038953488372093024,0.2890427990716354,0.0,2.5922929803691703
31,greedy-m,1,0.5737,1.3474,0.057135763666463446,2.40480239713185,0.014500104751734758,0.04263565891472869,0.23094436969597215,0.0,2.119123578799533
31,lego,1,0.5737,1.3474,0.021581565543716725,2.498617955378831,0.014488542287902771,0.007093023255813953,0.2831408134738317,0.0,2.3907101276602476
31,drs,1,0.5737,1.3474,0.03790425682771542,2.8398562610831246,0.01720658240911077,0.020697674418604654,0.2983671679054214,0.0,2.6503349769445474
32,our,1,0.5737,1.3474,0.06764774784642819,3.625896434338312,0.049566352497590976,0.018081395348837213,0.27382017850406537,0.0,3.287657695106171
32,ffd-m,1,0.5737,1.3474,0.022672284150323394,2.8649567267021827,0.015579260894509442,0.007093023255813953,0.2890427990716354,0.0,2.751595305950566
32,cds-m,1,0.5737,1.3474,0.03294971715483554,2.40480239713185,0.014500104751734758,0.01844961240310078,0.23094436969597215,0.0,2.2400538113576727
32,random-m,1,0.5737,1.3474,0.05453274926660247,2.8649567267021827,0.015579260894509442,0.038953488372093024,0.2890427990716354,0.0,2.5922929803691703
32,greedy-m,1,0.5737,1.3474,0.057135763666463446,2.40480239713185,0.014500104751734758,0.04263565891472869,0.23094436969597215,0.0,2.119123578799533
32,lego,1,0.5737,1.3474,0.021581565543716725,2.498617955378831,0.014488542287902771,0.007093023255813953,0.2831408134738317,0.0,2.3907101276602476
32,drs,1,0.5737,1.3474,0.03790425682771542,2.8398562610831246,0.01720658240911077,0.020697674418604654,0.2983671679054214,0.0,2.6503349769445474
33,our,1,0.5737,1.3474,0.06764774784642819,3.625896434338312,0.049566352497590976,0.018081395348837213,0.27382017850406537,0.0,3.287657695106171
33,ffd-m,1,0.5737,1.3474,0.022672284150323394,2.8649567267021827,0.015579260894509442,0.007093023255813953,0.2890427990716354,0.0,2.751595305950566
33,cds-m,1,0.5737,1.3474,0.03294971715483554,2.40480239713185,0.014500104751734758,0.01844961240310078,0.23094436969597215,0.0,2.2400538113576727
33,random-m,1,0.5737,1.3474,0.05453274926660247,2.8649567267021827,0.015579260894509442,0.038953488372093024,0.2890427990716354,0.0,2.5922929803691703
33,greedy-m,1,0.5737,1.3474,0.057135763666463446,2.40480239713185,0.014500104751734758,0.04263565891472869,0.23094436969597215,0.0,2.119123578799533
33,lego,1,0.5737,1.3474,0.021581565543716725,2.498617955378831,0.014488542287902771,0.007093023255813953,0.2831408134738317,0.0,2.3907101276602476
33,drs,1,0.5737,1.3474,0.03790425682771542,2.8398562610831246,0.01720658240911077,0.020697674418604654,0.2983671679054214,0.0,2.6503349769445474
34,our,1,1.0086,1.1156,0.11033918415600165,3.6265908639023565,0.09084859722355425,0.0194905869324474,0.5093467538621198,0.0,3.0748949431223482
34,ffd-m,1,1.0086,1.1156,0.04010135970165816,2.8691575954161466,0.03292527996743889,0.007176079734219269,0.3491209733644721,0.0,2.6686507969078557
34,cds-m,1,1.0086,1.1156,0.06126416184015826,2.4085348858841433,0.042570917100401895,0.01869324473975637,0.27894665911161426,0.0,2.102214076683352
34,random-m,1,1.0086,1.1156,0.07186215704385085,2.8691575954161466,0.03292527996743889,0.038936877076411955,0.3491209733644721,0.0,2.5098468101968923
34,greedy-m,1,1.0086,1.1156,0.08518442762088915,2.4085348858841433,0.042570917100401895,0.04261351052048726,0.27894665911161426,0.0,1.9826127477796975
34,lego,1,1.0086,1.1156,0.0378048835384139,2.5017890782478758,0.03062880380419463,0.007176079734219269,0.34199224722666005,0.0,2.312764660555806
34,drs,1,1.0086,1.1156,0.05841272379692612,2.843773706752618,0.03734960087333808,0.021063122923588043,0.3603834325356273,0.0,2.5517100877679875
35,our,1,1.4436,0.8837,0.2933051276011361,2.783432073073289,0.26119093458953263,0.03211419301160345,0.9981508660574848,46831.35549345346,-46830.038587018396
