Step,Algorithm,Load_Factor,Capacity_Factor,Total_Delay_D_mean,Total_Delay_D_std,Avg_QoS_Q_mean,Comp_Delay_mean,Comm_Delay_mean
7,ffd-m,1.44982,0.75008,1.2730375522440212,0.41411340103355404,2.8424481227680536,1.260950698945671,0.01208685329835039
7,greedy-m,1.44982,0.75008,1.292542928563258,0.40245853746115323,2.481173481725979,1.2547111645828075,0.03783176398045028
7,lego,1.44982,0.75008,1.2701499963664704,0.4136416406466417,2.5874810354353386,1.2588743169409762,0.011275679425494274
7,our,1.44982,0.75008,0.8558854409272006,0.46513627900032184,2.978777170080745,0.8194834473348536,0.03640199359234723
7,random-m,1.44982,0.75008,1.297629574713411,0.40420160941730576,2.8424481227680536,1.260950698945671,0.03667887576774016
8,cds-m,1.67472,0.6251599999999999,1.2730496296779865,0.41436088446042957,2.481003138543173,1.256862204440757,0.016187425237229824
8,drs,1.67472,0.6251599999999999,1.877121305221494,0.6594269230343526,2.840824895496817,1.8436600204689022,0.03346128475259207
8,ffd-m,1.67472,0.6251599999999999,1.4865587895580243,0.485534588889286,2.8428720193442,1.4744499964383964,0.012108793119627809
8,greedy-m,1.67472,0.6251599999999999,1.2946759660943987,0.40209261495975485,2.481003138543173,1.256862204440757,0.03781376165364196
8,lego,1.67472,0.6251599999999999,1.482203431232124,0.4852403573771153,2.5872414518582976,1.4709084745904835,0.011294956641640385
8,our,1.67472,0.6251599999999999,1.1693281950452936,0.38342217762124187,2.76447950751865,1.1313197277711065,0.03800846727418704
8,random-m,1.67472,0.6251599999999999,1.511137078017052,0.47594248465221817,2.8428720193442,1.4744499964383964,0.036687081578655696
9,cds-m,1.67472,0.6251599999999999,1.2730496296779865,0.41436088446042957,2.481003138543173,1.256862204440757,0.016187425237229824
9,drs,1.67472,0.6251599999999999,1.877121305221494,0.6594269230343526,2.840824895496817,1.8436600204689022,0.03346128475259207
9,ffd-m,1.67472,0.6251599999999999,1.4865587895580243,0.485534588889286,2.8428720193442,1.4744499964383964,0.012108793119627809
9,greedy-m,1.67472,0.6251599999999999,1.2946759660943987,0.40209261495975485,2.481003138543173,1.256862204440757,0.03781376165364196
9,lego,1.67472,0.6251599999999999,1.482203431232124,0.4852403573771153,2.5872414518582976,1.4709084745904835,0.011294956641640385
9,our,1.67472,0.6251599999999999,1.1693281950452936,0.38342217762124187,2.76447950751865,1.1313197277711065,0.03800846727418704
9,random-m,1.67472,0.6251599999999999,1.511137078017052,0.47594248465221817,2.8428720193442,1.4744499964383964,0.036687081578655696
10,cds-m,1.67472,0.6251599999999999,1.2730496296779865,0.41436088446042957,2.481003138543173,1.256862204440757,0.016187425237229824
10,drs,1.67472,0.6251599999999999,1.877121305221494,0.6594269230343526,2.840824895496817,1.8436600204689022,0.03346128475259207
10,ffd-m,1.67472,0.6251599999999999,1.4865587895580243,0.485534588889286,2.8428720193442,1.4744499964383964,0.012108793119627809
10,greedy-m,1.67472,0.6251599999999999,1.2946759660943987,0.40209261495975485,2.481003138543173,1.256862204440757,0.03781376165364196
10,lego,1.67472,0.6251599999999999,1.482203431232124,0.4852403573771153,2.5872414518582976,1.4709084745904835,0.011294956641640385
10,our,1.67472,0.6251599999999999,1.1693281950452936,0.38342217762124187,2.76447950751865,1.1313197277711065,0.03800846727418704
10,random-m,1.67472,0.6251599999999999,1.511137078017052,0.47594248465221817,2.8428720193442,1.4744499964383964,0.036687081578655696
11,cds-m,1.67472,0.6251599999999999,1.2730496296779865,0.41436088446042957,2.481003138543173,1.256862204440757,0.016187425237229824
11,drs,1.67472,0.6251599999999999,1.877121305221494,0.6594269230343526,2.840824895496817,1.8436600204689022,0.03346128475259207
11,ffd-m,1.67472,0.6251599999999999,1.4865587895580243,0.485534588889286,2.8428720193442,1.4744499964383964,0.012108793119627809
11,greedy-m,1.67472,0.6251599999999999,1.2946759660943987,0.40209261495975485,2.481003138543173,1.256862204440757,0.03781376165364196
11,lego,1.67472,0.6251599999999999,1.482203431232124,0.4852403573771153,2.5872414518582976,1.4709084745904835,0.011294956641640385
11,our,1.67472,0.6251599999999999,1.1693281950452936,0.38342217762124187,2.76447950751865,1.1313197277711065,0.03800846727418704
11,random-m,1.67472,0.6251599999999999,1.511137078017052,0.47594248465221817,2.8428720193442,1.4744499964383964,0.036687081578655696
12,cds-m,1.67472,0.6251599999999999,1.2730496296779865,0.41436088446042957,2.481003138543173,1.256862204440757,0.016187425237229824
12,drs,1.67472,0.6251599999999999,1.877121305221494,0.6594269230343526,2.840824895496817,1.8436600204689022,0.03346128475259207
12,ffd-m,1.67472,0.6251599999999999,1.4865587895580243,0.485534588889286,2.8428720193442,1.4744499964383964,0.012108793119627809
12,greedy-m,1.67472,0.6251599999999999,1.2946759660943987,0.40209261495975485,2.481003138543173,1.256862204440757,0.03781376165364196
12,lego,1.67472,0.6251599999999999,1.482203431232124,0.4852403573771153,2.5872414518582976,1.4709084745904835,0.011294956641640385
12,our,1.67472,0.6251599999999999,1.1693281950452936,0.38342217762124187,2.76447950751865,1.1313197277711065,0.03800846727418704
12,random-m,1.67472,0.6251599999999999,1.511137078017052,0.47594248465221817,2.8428720193442,1.4744499964383964,0.036687081578655696
13,cds-m,1.3063600000000002,0.85626,1.2307291673178438,0.7993929772138952,2.4812718203464144,1.2145412244262974,0.016187942891546275
13,drs,1.3063600000000002,0.85626,1.0784826892744541,0.5994310690465162,2.840740480311909,1.0450126361812964,0.03347005309315776
13,ffd-m,1.3063600000000002,0.85626,1.1149209769936308,0.7376666611039377,2.84276508059427,1.1028489659287009,0.012072011064930072
13,greedy-m,1.3063600000000002,0.85626,1.2523582136540623,0.7864711741737862,2.4812718203464144,1.2145412244262974,0.03781698922776495
13,lego,1.3063600000000002,0.85626,0.9813614095446859,0.680235118261824,2.5876209004543944,0.9701004835695295,0.011260925975156457
13,our,1.3063600000000002,0.85626,0.6858714829132537,0.5382359903967318,3.131772442786919,0.6513554120409577,0.03451607087229616
13,random-m,1.3063600000000002,0.85626,1.1395120680484687,0.7333001256831904,2.84276508059427,1.1028489659287009,0.03666310211976799
14,cds-m,0.93796,1.08734,0.061792649573517246,0.026801719937743492,2.481117809151617,0.04565444065931423,0.016138208914203016
14,drs,0.93796,1.08734,0.09159780491373275,0.03405828168669733,2.8406773880874647,0.05813632915089116,0.03346147576284158
14,ffd-m,0.93796,1.08734,0.06384152997556465,0.0325398858036345,2.842677228192477,0.051781004834853886,0.01206052514071077
14,greedy-m,0.93796,1.08734,0.0834485147334967,0.015590652206473503,2.481117809151617,0.04565444065931423,0.037794074074182456
14,lego,0.93796,1.08734,0.060043093926791594,0.03078355676751836,2.5873274101615573,0.04879155553429694,0.011251538392494664
14,our,0.93796,1.08734,0.15385511588175504,0.045303172793631524,3.5838476150314675,0.12812554542554663,0.02572957045620841
14,random-m,0.93796,1.08734,0.08847910259576366,0.024251594826837693,2.842677228192477,0.051781004834853886,0.03669809776090979
15,cds-m,0.5696,1.31846,0.0369926007089967,0.014656454070788858,2.481269656499573,0.020767512158908152,0.01622508855008855
15,drs,0.5696,1.31846,0.05863873912580449,0.01304148714846323,2.8408720208421014,0.02512746081452617,0.033511278311278314
15,ffd-m,0.5696,1.31846,0.035326181685322346,0.015046975020209127,2.8426767807002413,0.0232026408367815,0.012123540848540849
15,greedy-m,0.5696,1.31846,0.05857183598823199,0.0033283953410948083,2.481269656499573,0.020767512158908152,0.03780432382932383
15,lego,0.5696,1.31846,0.03333389036685278,0.014222184471210219,2.587722460368925,0.02201727952524194,0.011316610841610843
15,our,0.5696,1.31846,0.08748324743297348,0.03146942516671385,3.5936695694058165,0.07978031950504555,0.007702927927927929
15,random-m,0.5696,1.31846,0.05992537125951192,0.007606981992357759,2.8426767807002413,0.0232026408367815,0.03672273042273042
16,cds-m,0.5696,1.31846,0.0369926007089967,0.014656454070788858,2.481269656499573,0.020767512158908152,0.01622508855008855
16,drs,0.5696,1.31846,0.05863873912580449,0.01304148714846323,2.8408720208421014,0.02512746081452617,0.033511278311278314
16,ffd-m,0.5696,1.31846,0.035326181685322346,0.015046975020209127,2.8426767807002413,0.0232026408367815,0.012123540848540849
16,greedy-m,0.5696,1.31846,0.05857183598823199,0.0033283953410948083,2.481269656499573,0.020767512158908152,0.03780432382932383
16,lego,0.5696,1.31846,0.03333389036685278,0.014222184471210219,2.587722460368925,0.02201727952524194,0.011316610841610843
16,our,0.5696,1.31846,0.08748324743297348,0.03146942516671385,3.5936695694058165,0.07978031950504555,0.007702927927927929
16,random-m,0.5696,1.31846,0.05992537125951192,0.007606981992357759,2.8426767807002413,0.0232026408367815,0.03672273042273042
17,cds-m,0.5696,1.31846,0.0369926007089967,0.014656454070788858,2.481269656499573,0.020767512158908152,0.01622508855008855
17,drs,0.5696,1.31846,0.05863873912580449,0.01304148714846323,2.8408720208421014,0.02512746081452617,0.033511278311278314
17,ffd-m,0.5696,1.31846,0.035326181685322346,0.015046975020209127,2.8426767807002413,0.0232026408367815,0.012123540848540849
17,greedy-m,0.5696,1.31846,0.05857183598823199,0.0033283953410948083,2.481269656499573,0.020767512158908152,0.03780432382932383
17,lego,0.5696,1.31846,0.03333389036685278,0.014222184471210219,2.587722460368925,0.02201727952524194,0.011316610841610843
17,our,0.5696,1.31846,0.08748324743297348,0.03146942516671385,3.5936695694058165,0.07978031950504555,0.007702927927927929
17,random-m,0.5696,1.31846,0.05992537125951192,0.007606981992357759,2.8426767807002413,0.0232026408367815,0.03672273042273042
18,cds-m,0.5696,1.31846,0.0369926007089967,0.014656454070788858,2.481269656499573,0.020767512158908152,0.01622508855008855
18,drs,0.5696,1.31846,0.05863873912580449,0.01304148714846323,2.8408720208421014,0.02512746081452617,0.033511278311278314
18,ffd-m,0.5696,1.31846,0.035326181685322346,0.015046975020209127,2.8426767807002413,0.0232026408367815,0.012123540848540849
18,greedy-m,0.5696,1.31846,0.05857183598823199,0.0033283953410948083,2.481269656499573,0.020767512158908152,0.03780432382932383
18,lego,0.5696,1.31846,0.03333389036685278,0.014222184471210219,2.587722460368925,0.02201727952524194,0.011316610841610843
18,our,0.5696,1.31846,0.08748324743297348,0.03146942516671385,3.5936695694058165,0.07978031950504555,0.007702927927927929
18,random-m,0.5696,1.31846,0.05992537125951192,0.007606981992357759,2.8426767807002413,0.0232026408367815,0.03672273042273042
19,cds-m,0.5696,1.31846,0.0369926007089967,0.014656454070788858,2.481269656499573,0.020767512158908152,0.01622508855008855
19,drs,0.5696,1.31846,0.05863873912580449,0.01304148714846323,2.8408720208421014,0.02512746081452617,0.033511278311278314
19,ffd-m,0.5696,1.31846,0.035326181685322346,0.015046975020209127,2.8426767807002413,0.0232026408367815,0.012123540848540849
19,greedy-m,0.5696,1.31846,0.05857183598823199,0.0033283953410948083,2.481269656499573,0.020767512158908152,0.03780432382932383
19,lego,0.5696,1.31846,0.03333389036685278,0.014222184471210219,2.587722460368925,0.02201727952524194,0.011316610841610843
19,our,0.5696,1.31846,0.08748324743297348,0.03146942516671385,3.5936695694058165,0.07978031950504555,0.007702927927927929
19,random-m,0.5696,1.31846,0.05992537125951192,0.007606981992357759,2.8426767807002413,0.0232026408367815,0.03672273042273042
20,cds-m,1.2476600000000002,1.09114,0.21762042965246903,0.24445552592682815,2.4812514696146564,0.20145411311818626,0.016166316534282753
20,drs,1.2476600000000002,1.09114,0.2892194097387687,0.3068335820936798,2.840456353852631,0.2557542744667442,0.03346513527202445
20,ffd-m,1.2476600000000002,1.09114,0.24203037941499955,0.29120814961113434,2.8424465254108116,0.2299161553321281,0.012114224082871477
20,greedy-m,1.2476600000000002,1.09114,0.23927722125346604,0.2507500501794599,2.4812514696146564,0.20145411311818626,0.03782310813527981
20,lego,1.2476600000000002,1.09114,0.23212460667378315,0.291944357541834,2.587444785172787,0.22083150254736536,0.01129310412641778
20,our,1.2476600000000002,1.09114,0.23463286152458687,0.15753922315500063,3.507535835944909,0.2075125578711689,0.027120303653417964
20,random-m,1.2476600000000002,1.09114,0.26661122654270986,0.2964363276208239,2.8424465254108116,0.22991615533212806,0.03669507121058181
21,cds-m,1.9256999999999997,0.8638199999999999,1.2715125322058731,0.41471743640552444,2.481575870356641,1.2553551061393227,0.016157426066550643
21,drs,1.9256999999999997,0.8638199999999999,1.621656429454082,0.4847920080447712,2.8408632202845894,1.5881930552789705,0.03346337417511158
21,ffd-m,1.9256999999999997,0.8638199999999999,1.2785179164136837,0.4099178257477976,2.8428094576293415,1.2664321705686359,0.012085745845047794
21,greedy-m,1.9256999999999997,0.8638199999999999,1.293184301078505,0.4024432233016804,2.481575870356641,1.2553551061393227,0.037829194939182284
21,lego,1.9256999999999997,0.8638199999999999,1.2756171029147285,0.4095800735614034,2.5878425682658976,1.2643385188428529,0.011278584071875658
21,our,1.9256999999999997,0.8638199999999999,0.8880918049782688,0.5966245457322474,3.0378192015107905,0.8507002408440606,0.03739156413420812
21,random-m,1.9256999999999997,0.8638199999999999,1.3031366565275753,0.39988279659248116,2.8428094576293415,1.2664321705686359,0.03670448595893946
22,cds-m,2.60374,0.63654,1.483928323507766,0.479091839129675,2.4814773753097548,1.467750338695207,0.01617798481255881
22,drs,2.60374,0.63654,2.8097037781553644,0.4533157553338933,2.8409638157040495,2.7762324541656596,0.03347132398970515
22,ffd-m,2.60374,0.63654,2.3828800223007773,0.8440119378760731,2.8429606472947904,2.3708038434408856,0.012076178859891613
22,greedy-m,2.60374,0.63654,1.5055770742798582,0.47582098642697235,2.4814773753097548,1.467750338695207,0.037826735584651106
22,lego,2.60374,0.63654,2.1605121306706323,0.745075739798968,2.5877817530723695,2.1492479427551343,0.01126418791549794
22,our,2.60374,0.63654,1.2773522051545692,0.2592551418372674,3.0322082001096007,1.238056040339088,0.03929616481548121
22,random-m,2.60374,0.63654,2.407506388054896,0.8425632670666365,2.8429606472947904,2.3708038434408856,0.03670254461401051
23,cds-m,2.60374,0.63654,1.483928323507766,0.479091839129675,2.4814773753097548,1.467750338695207,0.01617798481255881
23,drs,2.60374,0.63654,2.8097037781553644,0.4533157553338933,2.8409638157040495,2.7762324541656596,0.03347132398970515
23,ffd-m,2.60374,0.63654,2.3828800223007773,0.8440119378760731,2.8429606472947904,2.3708038434408856,0.012076178859891613
23,greedy-m,2.60374,0.63654,1.5055770742798582,0.47582098642697235,2.4814773753097548,1.467750338695207,0.037826735584651106
23,lego,2.60374,0.63654,2.1605121306706323,0.745075739798968,2.5877817530723695,2.1492479427551343,0.01126418791549794
23,our,2.60374,0.63654,1.2773522051545692,0.2592551418372674,3.0322082001096007,1.238056040339088,0.03929616481548121
23,random-m,2.60374,0.63654,2.407506388054896,0.8425632670666365,2.8429606472947904,2.3708038434408856,0.03670254461401051
24,cds-m,2.60374,0.63654,1.483928323507766,0.479091839129675,2.4814773753097548,1.467750338695207,0.01617798481255881
24,drs,2.60374,0.63654,2.8097037781553644,0.4533157553338933,2.8409638157040495,2.7762324541656596,0.03347132398970515
24,ffd-m,2.60374,0.63654,2.3828800223007773,0.8440119378760731,2.8429606472947904,2.3708038434408856,0.012076178859891613
24,greedy-m,2.60374,0.63654,1.5055770742798582,0.47582098642697235,2.4814773753097548,1.467750338695207,0.037826735584651106
24,lego,2.60374,0.63654,2.1605121306706323,0.745075739798968,2.5877817530723695,2.1492479427551343,0.01126418791549794
24,our,2.60374,0.63654,1.2773522051545692,0.2592551418372674,3.0322082001096007,1.238056040339088,0.03929616481548121
24,random-m,2.60374,0.63654,2.407506388054896,0.8425632670666365,2.8429606472947904,2.3708038434408856,0.03670254461401051
25,cds-m,2.60374,0.63654,1.483928323507766,0.479091839129675,2.4814773753097548,1.467750338695207,0.01617798481255881
25,drs,2.60374,0.63654,2.8097037781553644,0.4533157553338933,2.8409638157040495,2.7762324541656596,0.03347132398970515
25,ffd-m,2.60374,0.63654,2.3828800223007773,0.8440119378760731,2.8429606472947904,2.3708038434408856,0.012076178859891613
25,greedy-m,2.60374,0.63654,1.5055770742798582,0.47582098642697235,2.4814773753097548,1.467750338695207,0.037826735584651106
25,lego,2.60374,0.63654,2.1605121306706323,0.745075739798968,2.5877817530723695,2.1492479427551343,0.01126418791549794
25,our,2.60374,0.63654,1.2773522051545692,0.2592551418372674,3.0322082001096007,1.238056040339088,0.03929616481548121
25,random-m,2.60374,0.63654,2.407506388054896,0.8425632670666365,2.8429606472947904,2.3708038434408856,0.03670254461401051
26,cds-m,2.60374,0.63654,1.483928323507766,0.479091839129675,2.4814773753097548,1.467750338695207,0.01617798481255881
26,drs,2.60374,0.63654,2.8097037781553644,0.4533157553338933,2.8409638157040495,2.7762324541656596,0.03347132398970515
26,ffd-m,2.60374,0.63654,2.3828800223007773,0.8440119378760731,2.8429606472947904,2.3708038434408856,0.012076178859891613
26,greedy-m,2.60374,0.63654,1.5055770742798582,0.47582098642697235,2.4814773753097548,1.467750338695207,0.037826735584651106
26,lego,2.60374,0.63654,2.1605121306706323,0.745075739798968,2.5877817530723695,2.1492479427551343,0.01126418791549794
26,our,2.60374,0.63654,1.2773522051545692,0.2592551418372674,3.0322082001096007,1.238056040339088,0.03929616481548121
26,random-m,2.60374,0.63654,2.407506388054896,0.8425632670666365,2.8429606472947904,2.3708038434408856,0.03670254461401051
27,cds-m,1.9234200000000001,0.8702799999999999,1.2713749430895966,0.4144875582472136,2.4813916545215475,1.255213498555816,0.016161444533780638
27,drs,1.9234200000000001,0.8702799999999999,1.612597315645398,0.4926899600364984,2.8406848045852877,1.5791432012024267,0.03345411444297146
27,ffd-m,1.9234200000000001,0.8702799999999999,1.3366349828844712,0.3814868616630544,2.8426105052112822,1.3245368966978996,0.012098086186571289
27,greedy-m,1.9234200000000001,0.8702799999999999,1.2930420392981536,0.40222649654147,2.4813916545215475,1.255213498555816,0.03782854074233762
27,lego,1.9234200000000001,0.8702799999999999,1.3338038475619762,0.38110189410677686,2.5876948294450637,1.3225166030389865,0.011287244522989898
27,our,1.9234200000000001,0.8702799999999999,0.9376907664253418,0.5822161288550374,2.979021049785894,0.9015340405565675,0.0361567258687742
27,random-m,1.9234200000000001,0.8702799999999999,1.3612182432538567,0.3703231173612858,2.8426105052112822,1.3245368966978996,0.03668134655595689
28,cds-m,1.24306,1.10406,0.10590075310421718,0.034753144312238936,2.4809837911211603,0.08975171178183894,0.01614904132237825
28,drs,1.24306,1.10406,0.171881011846246,0.10439805424644899,2.8403294105541965,0.13844246565387874,0.033438546192367226
28,ffd-m,1.24306,1.10406,0.114906269924366,0.057672143587288664,2.8422609708158353,0.10283850973010433,0.012067760194261676
28,greedy-m,1.24306,1.10406,0.12759478257691284,0.029386193443520617,2.4809837911211603,0.08975171178183894,0.03784307079507389
28,lego,1.24306,1.10406,0.10207774140464303,0.05065535049326823,2.587278920750943,0.09081897643456645,0.011258764970076579
28,our,1.24306,1.10406,0.19166217206200237,0.08870954490362773,3.5832449350555877,0.16792745158617334,0.023734720475829016
28,random-m,1.24306,1.10406,0.13951709964320474,0.05439864048913687,2.8422609708158353,0.10283850973010433,0.03667858991310042
29,cds-m,0.56276,1.33778,0.035950617698160894,0.014127652869672424,2.479575581798328,0.019789906441806913,0.016160711256353984
29,drs,0.56276,1.33778,0.0572816547172571,0.011721101250673025,2.840662477015531,0.02383515617583992,0.03344649854141719
29,ffd-m,0.56276,1.33778,0.03414100187573128,0.014509182882674655,2.8427514342042515,0.022057478945181345,0.012083522930549935
29,greedy-m,0.56276,1.33778,0.05764229696072567,0.0030084276591001904,2.479575581798328,0.019789906441806913,0.03785239051891876
29,lego,0.56276,1.33778,0.03221951443409464,0.01363862187046942,2.5860529782040635,0.02093871259198008,0.01128080184211456
29,our,0.56276,1.33778,0.08545007163883853,0.015439896396055395,3.593944381194092,0.07905828236498945,0.0063917892738490755
29,random-m,0.56276,1.33778,0.058750971728439016,0.005509650043962119,2.8427514342042515,0.02205747894518134,0.03669349278325767
30,cds-m,0.56276,1.33778,0.035950617698160894,0.014127652869672424,2.479575581798328,0.019789906441806913,0.016160711256353984
30,drs,0.56276,1.33778,0.0572816547172571,0.011721101250673025,2.840662477015531,0.02383515617583992,0.03344649854141719
30,ffd-m,0.56276,1.33778,0.03414100187573128,0.014509182882674655,2.8427514342042515,0.022057478945181345,0.012083522930549935
30,greedy-m,0.56276,1.33778,0.05764229696072567,0.0030084276591001904,2.479575581798328,0.019789906441806913,0.03785239051891876
30,lego,0.56276,1.33778,0.03221951443409464,0.01363862187046942,2.5860529782040635,0.02093871259198008,0.01128080184211456
30,our,0.56276,1.33778,0.08545007163883853,0.015439896396055395,3.593944381194092,0.07905828236498945,0.0063917892738490755
30,random-m,0.56276,1.33778,0.058750971728439016,0.005509650043962119,2.8427514342042515,0.02205747894518134,0.03669349278325767
31,cds-m,0.56276,1.33778,0.035950617698160894,0.014127652869672424,2.479575581798328,0.019789906441806913,0.016160711256353984
31,drs,0.56276,1.33778,0.0572816547172571,0.011721101250673025,2.840662477015531,0.02383515617583992,0.03344649854141719
31,ffd-m,0.56276,1.33778,0.03414100187573128,0.014509182882674655,2.8427514342042515,0.022057478945181345,0.012083522930549935
31,greedy-m,0.56276,1.33778,0.05764229696072567,0.0030084276591001904,2.479575581798328,0.019789906441806913,0.03785239051891876
31,lego,0.56276,1.33778,0.03221951443409464,0.01363862187046942,2.5860529782040635,0.02093871259198008,0.01128080184211456
31,our,0.56276,1.33778,0.08545007163883853,0.015439896396055395,3.593944381194092,0.07905828236498945,0.0063917892738490755
31,random-m,0.56276,1.33778,0.058750971728439016,0.005509650043962119,2.8427514342042515,0.02205747894518134,0.03669349278325767
