Time_Step,Load_Factor,Avail_Flops_Ratio,Avail_Params_Ratio,Avg_Delay(s),Avg_QoS,Avg_Accuracy,Penalty(0=Safe)
30,1.4057562836901825,1.2602264284499882,1.299943549850989,0.022160992304530988,1.88796587603139,48.94460238452923,0.0
31,0.7959332354391044,0.9706821651987441,1.086886662221618,0.04884456983746253,3.3410046580535555,85.95326491141267,0.0
32,1.2027663789100274,1.0834604533737817,0.9757741325304212,0.03098969209687254,2.2239598031217223,57.65508246991155,0.0
33,0.7739548987789847,0.8102550322008992,0.9759156663183344,0.06099993172513088,3.5215995044348287,90.59938733905659,0.0
34,1.4248336498446155,1.2374475045077482,0.723464047546162,0.0314428515041489,1.8744804054883086,48.59499808178259,0.0
35,0.6756887834158614,0.8635810739259676,1.2907392467027112,0.07207964605523542,3.948460050426929,101.58113125894224,0.0
36,0.8626913701811556,0.7227451489219942,1.0781003557420772,0.0632441477484541,3.102361468192587,79.81374598916891,0.0
37,0.6098618744795556,1.093984670777311,0.9364344273663533,0.059231475272378806,4.416921412341988,113.63312988288456,0.0
38,0.6413192985494859,0.9793327520392183,1.2264976640405907,0.061353397174742155,4.203199408518989,108.1347526304869,0.0
39,0.8885286086519012,1.047478106048961,1.0808861700208192,0.04249996688945526,3.0302135270718296,77.95761236151381,0.0
40,0.5975097373712986,0.9102382041217154,0.7490499108026499,0.074230200652068,4.540740457038975,116.82484714204207,0.0
41,0.7882936196029712,0.9190168692495364,1.019874062820694,0.056227081674124185,3.384394328937368,87.06954107909334,0.0
42,0.7607071632167575,0.8090775209545241,1.1457016895466605,0.06324659068791935,3.5215995044348287,90.59938733905659,0.0
43,0.6965003811605011,0.8089179687755085,1.141534858041742,0.06528207065734823,3.832328872473196,98.59345092779688,0.0
44,1.3049883073522661,0.8800689206757019,1.2431188631445231,0.03561577567412413,2.0343198199097925,52.738757608136154,0.0
45,1.4771415979177736,0.8973356417483557,1.190830575068517,0.031565299838819144,1.8098431501266428,46.919308492755604,0.0
46,1.0291427953139087,0.9295406312090104,0.8667232571750214,0.04338081041995147,2.5982896709738927,67.35940328167884,0.0
47,0.7237731536799737,1.0674614867687098,0.8097565195788156,0.051469644037551554,3.722833761831105,95.7764951870027,0.0
48,1.115464462899732,1.0182274398252371,0.9097364158057815,0.03658093059731311,2.3857023342578474,61.8481793768142,0.0
49,0.7309692619012839,0.7574304262562402,1.136188934002388,0.06605629048370792,3.6703994834954554,94.42753046605898,0.0
50,0.550844072145803,0.9641130312594025,0.9600140122843369,0.07257867799587407,5.011506987080333,128.929897367119,0.0
