Time_Step,Load_Factor,Avail_Flops_Ratio,Avail_Params_Ratio,Avg_Delay(s),Avg_QoS,Avg_Accuracy,Penalty(0=Safe)
38,0.8435209849363436,0.9643250582156718,0.9852356597862385,0.16528001070347842,5.423038681616317,213.3391835220678,0.0
39,1.1514461407316439,0.9892897271070787,1.0975682582477584,0.1277848321633034,3.954792401004039,155.57922990473935,0.0
40,0.8051191327559664,1.0163856886880642,0.795394267788822,0.15788575008580025,5.047092973319941,167.47549763197958,26.218211495030076
41,1.1156604170299425,1.2466668807514267,1.2102509415247038,0.10645949284082723,4.097952306922737,161.21105723160775,0.0
42,1.0871211183977452,1.2565505184880208,0.9921933736599028,0.11108149236166498,4.19281231402743,164.9427946675246,0.0
43,0.9042442498346424,1.0518844385629489,1.1988871886179435,0.14064297702318246,5.059483015809636,199.03711535299058,0.0
44,1.0900055011447485,0.7333730630644014,1.0907701412098314,0.17299082551004064,4.1684416688554515,164.18041037380857,0.0
45,1.086418205693073,0.9274246298356278,0.760036590996189,0.1453167704911626,4.0933875203732,164.12477187650742,57.84821405171495
46,1.0310780286376007,1.073160409394638,1.1472013228462807,0.12705002596175385,4.439448332499632,174.6453120009084,0.0
47,1.3389170212867216,0.8663034715705183,0.7109971904182836,0.13267546290739396,3.2168698329132708,127.20565272996399,102.95918218628734
48,0.8492550978896761,1.1770934623607041,1.29505368033641,0.14116881326229908,5.416478096656485,213.33622186297285,0.0
49,1.1644854317434465,0.7312725179478681,0.9015208253090143,0.1896857789275117,3.799490551982313,152.64520497579852,0.0
50,1.1810677132926442,0.9987195153595959,0.9745332991542835,0.12785621309372153,3.870288289871474,152.25488738540733,0.0
