Time_Step,Load_Factor,Avail_Flops_Ratio,Avail_Params_Ratio,Avg_Delay(s),Avg_QoS,Avg_Accuracy,Penalty(0=Safe)
41,1.2772083799316962,0.9409889056872638,0.9809996542724436,0.16171871653657355,3.4714036494551155,87.09106182578066,405.3292270139342
42,0.5631031724929072,1.2973303029340646,1.1695373047713469,0.25700872827782145,7.967498737604812,199.88972623868932,207.3646939900858
43,1.3785360428212516,0.7668560857448773,1.2642924415036154,0.31379171152544294,3.2180165217576615,80.73405001367988,114.41626087228846
44,1.2883594612802267,1.199254923608466,1.277324902033961,0.12867925826234003,3.4442833084437474,86.41066290526673,104.64191547452924
45,0.591547236376553,1.1732906831795173,1.0708549868300827,0.2520385348785055,7.514799945695449,188.5323554296729,310.9811278284131
46,0.9501000538729564,1.0387704438346057,0.9667110191578621,0.17655817379743635,4.673515160573848,117.24980408347147,420.33229388424485
47,1.320927184969982,0.8541752290892884,0.8634508414086085,0.19007052417438353,3.3568649503614187,84.21749887213815,528.7554805209611
48,0.8695130929463233,1.1987075416791286,1.0739759715469046,0.17685038851026308,5.126375156753483,128.61121920783887,307.7040938757501
49,0.8147528493744162,1.040669962706481,1.2534491617805696,0.20022921460046605,5.465309051414871,137.1144403124894,122.54872066457284
50,1.482635789013582,1.2777514937560266,1.0510657687902139,0.11205151089218435,2.9923185304126667,75.07170713941726,331.7598067702754
