Experiment,Algorithm,Total_Delay_D,Avg_QoS_Q,Comp_Delay,Comm_Delay,Mem_Utilization,Penalty_Score,Fitness
arrival_rate,cds-m,2.2731278622172533,4.317664869877087,2.2234210275715984,0.04970683464565439,0.9512673708571429,4612724.096740152,-4612731.144714592
arrival_rate,drs,2.1998133273351246,4.304276138498656,2.1498919109233863,0.04992141641173827,0.9430735593333335,4524336.543308173,-4524343.238098671
arrival_rate,ffd-m,2.322512041859848,4.338710855790816,2.2728306881852682,0.049681353674579584,0.9556751640634921,4821899.660271479,-4821906.934120832
arrival_rate,greedy-m,2.1344570527530524,4.297107729016116,2.084441250848324,0.05001580190472882,0.9381786212380953,4277046.162143774,-4277052.53732131
arrival_rate,lego,2.2731278622172533,4.317664869877087,2.2234210275715984,0.04970683464565439,0.9512673708571429,4612724.096740152,-4612731.144714592
arrival_rate,our,0.40664557611473284,3.1490990317236918,0.3674819021324001,0.039163673982332725,0.9398581126666666,97049.64920250404,-97048.5333313529
arrival_rate,random-m,2.137767047375737,4.30295605926493,2.0880668496579196,0.04970019771781718,0.9406007182222221,4498318.174693962,-4498324.560573139
