Algorithm,Total_Delay_D,Avg_QoS_Q,Comp_Delay,Comm_Delay,Mem_Utilization,Penalty_Score,Fitness,Converged_Status,Experiment,Variable_Value,Scale,n_nodes,n_task_types,chain_length,arrival_rate,Replicate,Replicate_Seed
our,0.47478358640263013,6.238087937475119,0.41100277537692115,0.06378081102570898,0.6245875923809524,0.0,3.8641700054619683,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,0,20042
ffd-m,0.19751999350135055,4.183241556495682,0.16670170778706483,0.03081828571428571,0.3449570047619048,0.0,3.1956415889889294,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,0,20042
cds-m,0.19751999350135055,4.183241556495682,0.16670170778706483,0.03081828571428571,0.3449570047619048,0.0,3.1956415889889294,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,0,20042
random-m,0.2379128506442077,4.183241556495682,0.16670170778706483,0.07121114285714288,0.3449570047619048,0.0,2.9936773032746435,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,0,20042
greedy-m,0.2431431363584934,4.183241556495682,0.16670170778706483,0.07644142857142858,0.3449570047619048,0.0,2.967525874703215,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,0,20042
lego,0.19751999350135055,4.183241556495682,0.16670170778706483,0.03081828571428571,0.3449570047619048,0.0,3.1956415889889294,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,0,20042
drs,0.23976427921563626,4.183241556495682,0.16670170778706483,0.07306257142857142,0.3449570047619048,0.0,2.9844201604175007,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,0,20042
our,0.4156346827207067,6.350005372431523,0.3308407779588019,0.08479390476190476,0.7770260704761904,0.0,4.27183195882799,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,1,20043
ffd-m,0.2964617401270396,4.292210527314776,0.21727161667024944,0.07919012345679013,0.48042841714285717,0.0,2.809901826679578,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,1,20043
cds-m,0.2818277265215974,4.292210527314776,0.21727161667024944,0.06455610985134795,0.48042841714285717,0.0,2.883071894706789,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,1,20043
random-m,0.31097753755712265,4.292210527314776,0.21727161667024936,0.09370592088687327,0.48042841714285717,0.0,2.7373228395291624,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,1,20043
greedy-m,0.3198139195173141,4.292210527314776,0.21727161667024933,0.10254230284706475,0.48042841714285717,0.0,2.693140929728205,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,1,20043
lego,0.2818277265215974,4.292210527314776,0.21727161667024944,0.06455610985134795,0.48042841714285717,0.0,2.883071894706789,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,1,20043
drs,0.3122977693535449,4.292210527314776,0.21727161667024936,0.09502615268329556,0.48042841714285717,0.0,2.730721680547051,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,1,20043
our,0.5163411730285214,6.217809334876555,0.4316989062044365,0.08464226682408499,0.7569243990476191,0.0,3.6361034697339476,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,2,20044
ffd-m,0.23129400583934762,4.417985733244505,0.18744579155363333,0.043848214285714296,0.4376329180952381,0.0,3.261515704047767,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,2,20044
cds-m,0.23129400583934762,4.417985733244505,0.18744579155363333,0.043848214285714296,0.4376329180952381,0.0,3.261515704047767,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,2,20044
random-m,0.27375432329966504,4.417985733244505,0.1874457915536333,0.08630853174603174,0.4376329180952381,0.0,3.04921411674618,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,2,20044
greedy-m,0.28151543441077614,4.417985733244505,0.18744579155363328,0.09406964285714285,0.4376329180952381,0.0,3.010408561190624,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,2,20044
lego,0.23129400583934762,4.417985733244505,0.18744579155363333,0.043848214285714296,0.4376329180952381,0.0,3.261515704047767,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,2,20044
drs,0.2754404344107762,4.417985733244505,0.18744579155363333,0.08799464285714287,0.4376329180952381,0.0,3.040783561190624,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,2,20044
our,0.5120309518102726,6.250402916126127,0.4176186731798121,0.09441227863046046,0.7299549866666667,0.0,3.6902481570747643,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,3,20045
ffd-m,0.2641279299702241,4.393559601057071,0.21397872362101777,0.050149206349206346,0.4266185019047619,0.0,3.072919951205951,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,3,20045
cds-m,0.2640707871130812,4.393559601057071,0.21397872362101772,0.050092063492063486,0.4266185019047619,0.0,3.0732056654916655,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,3,20045
random-m,0.31292039028768437,4.393559601057072,0.21397872362101772,0.09894166666666666,0.4266185019047619,0.0,2.8289576496186504,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,3,20045
greedy-m,0.2919297156845097,4.393559601057072,0.21397872362101772,0.077950992063492,0.4266185019047619,0.0,2.9339110226345237,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,3,20045
lego,0.2640707871130812,4.393559601057071,0.21397872362101772,0.050092063492063486,0.4266185019047619,0.0,3.0732056654916655,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,3,20045
drs,0.31151642203371616,4.393559601057072,0.21397872362101775,0.09753769841269841,0.4266185019047619,0.0,2.8359774908884914,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,3,20045
our,0.48091393341190125,6.27388318014911,0.3930187905547584,0.08789514285714287,0.7662177371428571,0.0,3.869313513089604,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,4,20046
ffd-m,0.2857786669631337,4.198319023658635,0.2139807806657576,0.07179788629737609,0.4156040857142857,0.0,2.7694256888429662,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,4,20046
cds-m,0.2857786669631337,4.198319023658635,0.2139807806657576,0.07179788629737609,0.4156040857142857,0.0,2.7694256888429662,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,4,20046
random-m,0.31485454159870224,4.198319023658635,0.21398078066575763,0.10087376093294463,0.4156040857142857,0.0,2.6240463156651233,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,4,20046
greedy-m,0.31582706346459144,4.198319023658635,0.2139807806657576,0.10184628279883386,0.4156040857142857,0.0,2.6191837063356775,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,4,20046
lego,0.2857786669631337,4.198319023658635,0.2139807806657576,0.07179788629737609,0.4156040857142857,0.0,2.7694256888429662,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,4,20046
drs,0.3163299060301891,4.198319023658635,0.21398078066575763,0.1023491253644315,0.4156040857142857,0.0,2.616669493507689,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,4,20046
our,0.5531266798859729,6.294199767801793,0.46711257053853017,0.08601410934744269,0.9120545219047619,0.0,3.528566368371928,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,5,20047
ffd-m,0.3422254348287734,4.319927363151361,0.2669760062573448,0.07524942857142858,0.5296777485714286,0.0,2.6088001890074946,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,5,20047
cds-m,0.34121686340020196,4.319927363151361,0.2669760062573448,0.07424085714285714,0.5296777485714286,0.0,2.6138430461503512,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,5,20047
random-m,0.36292368879702736,4.319927363151361,0.2669760062573448,0.09594768253968254,0.5296777485714286,0.0,2.5053089191662243,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,5,20047
greedy-m,0.36339749832083684,4.319927363151361,0.2669760062573448,0.09642149206349204,0.5296777485714286,0.0,2.502939871547177,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,5,20047
lego,0.34121686340020196,4.319927363151361,0.2669760062573448,0.07424085714285714,0.5296777485714286,0.0,2.6138430461503512,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,5,20047
drs,0.35225153006686855,4.319927363151361,0.26697600625734474,0.0852755238095238,0.5296777485714286,0.0,2.558669712817019,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,5,20047
our,0.3166523853643786,6.334421294804542,0.2646238139358072,0.052028571428571424,0.574726218095238,0.0,4.751159367982649,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,6,20048
ffd-m,0.16098428131876996,3.7872300644866272,0.13802999560448426,0.022954285714285715,0.27367884095238093,0.0,2.9823086578927773,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,6,20048
cds-m,0.16098428131876996,3.7872300644866272,0.13802999560448426,0.022954285714285715,0.27367884095238093,0.0,2.9823086578927773,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,6,20048
random-m,0.2410195194140081,3.7872300644866272,0.13802999560448426,0.10298952380952384,0.27367884095238093,0.0,2.582132467416587,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,6,20048
greedy-m,0.2375195194140081,3.7872300644866272,0.13802999560448426,0.09948952380952383,0.27367884095238093,0.0,2.599632467416587,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,6,20048
lego,0.16098428131876996,3.7872300644866272,0.13802999560448426,0.022954285714285715,0.27367884095238093,0.0,2.9823086578927773,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,6,20048
drs,0.2312185670330557,3.7872300644866272,0.13802999560448426,0.09318857142857145,0.27367884095238093,0.0,2.6311372293213484,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,6,20048
our,0.524255984378802,6.191455798949134,0.4485837293610925,0.07567225501770956,0.745912460952381,0.0,3.5701758770551235,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,7,20049
ffd-m,0.26579949390642116,4.331309110341864,0.22817627962070686,0.03762321428571429,0.41041241904761905,0.0,3.002311640809758,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,7,20049
cds-m,0.26579949390642116,4.331309110341864,0.22817627962070686,0.03762321428571429,0.41041241904761905,0.0,3.002311640809758,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,7,20049
random-m,0.32200485104927823,4.331309110341864,0.22817627962070677,0.09382857142857143,0.41041241904761905,0.0,2.7212848550954725,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,7,20049
greedy-m,0.3211737002556274,4.331309110341864,0.22817627962070677,0.09299742063492063,0.41041241904761905,0.0,2.7254406090637264,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,7,20049
lego,0.26579949390642116,4.331309110341864,0.22817627962070686,0.03762321428571429,0.41041241904761905,0.0,3.002311640809758,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,7,20049
drs,0.32269294628737344,4.331309110341864,0.22817627962070677,0.09451666666666667,0.41041241904761905,0.0,2.7178443789049966,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,7,20049
our,0.5266248783429697,6.298643154039331,0.4334112340281009,0.0932136443148688,0.6628679695238096,0.0,3.6655187623244823,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,8,20050
ffd-m,0.24427158695204504,3.9787067542497434,0.20119730123775934,0.04307428571428571,0.35597142095238093,0.0,2.7573488194895184,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,8,20050
cds-m,0.24427158695204504,3.9787067542497434,0.20119730123775934,0.04307428571428571,0.35597142095238093,0.0,2.7573488194895184,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,8,20050
random-m,0.2798677774282355,3.9787067542497434,0.2011973012377593,0.07867047619047618,0.35597142095238093,0.0,2.579367867108566,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,8,20050
greedy-m,0.2987865075869656,3.978706754249743,0.2011973012377593,0.0975892063492063,0.35597142095238093,0.0,2.484774216314915,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,8,20050
lego,0.24427158695204504,3.9787067542497434,0.20119730123775934,0.04307428571428571,0.35597142095238093,0.0,2.7573488194895184,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,8,20050
drs,0.29766428536474343,3.9787067542497434,0.2011973012377593,0.09646698412698412,0.35597142095238093,0.0,2.490385327426026,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,8,20050
our,0.4683117143749562,6.267126732363109,0.3913085397717816,0.0770031746031746,0.6522851866666667,0.0,3.9255681604883277,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,9,20051
ffd-m,0.25019599721779595,4.011274105572059,0.2031801242019229,0.04701587301587302,0.33394258857142856,0.0,2.760294119483079,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,9,20051
cds-m,0.25019599721779595,4.011274105572059,0.2031801242019229,0.04701587301587302,0.33394258857142856,0.0,2.760294119483079,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,9,20051
random-m,0.2848152392003032,4.011274105572059,0.2031801242019229,0.0816351149983803,0.33394258857142856,0.0,2.587197909570543,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,9,20051
greedy-m,0.2707819382608798,4.011274105572059,0.2031801242019229,0.06760181405895692,0.33394258857142856,0.0,2.6573644142676596,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,9,20051
lego,0.25019599721779595,4.011274105572059,0.2031801242019229,0.04701587301587302,0.33394258857142856,0.0,2.760294119483079,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,9,20051
drs,0.2903382064824542,4.011274105572059,0.2031801242019229,0.08715808228053126,0.33394258857142856,0.0,2.559583073159788,"{'congested': False, 'oom': False}",scale_stability,large,large,7,7,7,350,9,20051
