index,Experiment,Variable_Value,Algorithm,Total_Delay_D_mean,Total_Delay_D_std,Total_Delay_D_count,Avg_QoS_Q_mean,Avg_QoS_Q_std,Avg_QoS_Q_count,Comp_Delay_mean,Comp_Delay_std,Comp_Delay_count,Comm_Delay_mean,Comm_Delay_std,Comm_Delay_count,Mem_Utilization_mean,Mem_Utilization_std,Mem_Utilization_count,Penalty_Score_mean,Penalty_Score_std,Penalty_Score_count,Fitness_mean,Fitness_std,Fitness_count
0,chain_length,3,cds-m,0.168507873819104,0.08652736341916545,3,2.6521488771092803,0.09567911187128245,3,0.1546467627079929,0.07879968729294982,3,0.01386111111111111,0.011551098232218891,3,0.6522880999999999,0.18519862861808808,3,0.0,0.0,3,1.8096095080137606,0.5276271090209983,3
1,chain_length,3,drs,0.1811800960413262,0.08072883865062996,3,2.6521488771092803,0.09567911187128235,3,0.1546467627079929,0.07879968729294984,3,0.026533333333333336,0.0022917121207613445,3,0.6522880999999999,0.18519862861808808,3,0.0,0.0,3,1.7462483969026492,0.49924795349032713,3
2,chain_length,3,ffd-m,0.17393009604132623,0.0930275476664684,3,2.6521488771092803,0.09567911187128245,3,0.1546467627079929,0.07879968729294982,3,0.019283333333333333,0.017480727482954858,3,0.6522880999999999,0.18519862861808808,3,0.0,0.0,3,1.7824983969026496,0.5599565962688798,3
3,chain_length,3,greedy-m,0.18111342937465955,0.0776971119182395,3,2.6521488771092803,0.09567911187128235,3,0.1546467627079929,0.07879968729294984,3,0.02646666666666667,0.0025115289721159445,3,0.6522880999999999,0.18519862861808808,3,0.0,0.0,3,1.7465817302359827,0.4841646698119023,3
4,chain_length,3,lego,0.168507873819104,0.08652736341916545,3,2.6521488771092803,0.09567911187128245,3,0.1546467627079929,0.07879968729294982,3,0.01386111111111111,0.011551098232218891,3,0.6522880999999999,0.18519862861808808,3,0.0,0.0,3,1.8096095080137606,0.5276271090209983,3
5,chain_length,3,our,0.08364296361254035,0.02105701687037394,3,2.2459343768209945,0.13471662216443522,3,0.05717174832760482,0.020670074263693876,3,0.026471215284935522,0.0014424348095882545,3,0.9297656770370369,0.054324894904138735,3,0.0,0.0,3,1.827719558758293,0.23966104575167513,3
6,chain_length,3,random-m,0.1827041701154003,0.08188935039862959,3,2.6521488771092803,0.09567911187128235,3,0.1546467627079929,0.07879968729294987,3,0.028057407407407406,0.003089749746814841,3,0.6522880999999999,0.18519862861808808,3,0.0,0.0,3,1.7386280265322789,0.5050934304084109,3
7,chain_length,4,cds-m,9.846786784021083,16.788146968780467,3,3.555935663312519,0.05695859870765702,3,9.820355264746707,16.78053177141996,3,0.026431519274376414,0.00851885089258088,3,0.6908870422222222,0.30895967640908384,3,0.0,0.0,3,-45.6779982567929,83.98292457316336,3
8,chain_length,4,drs,9.86312402891904,16.774787517123904,3,3.555935663312519,0.05695859870765702,3,9.820355264746707,16.78053177141996,3,0.042768764172335605,0.0068107840276730265,3,0.6908870422222222,0.30895967640908384,3,0.0,0.0,3,-45.75968448128268,83.91612696263203,3
9,chain_length,4,ffd-m,0.16401974238804956,0.06977515556024992,3,3.5295000328824613,0.09587697375565496,3,0.14015885803430805,0.05147299544904703,3,0.023860884353741493,0.020027140661126097,3,0.6900188377777777,0.30777789037506303,3,0.0,0.0,3,2.7094013209422134,0.42409059421277817,3
10,chain_length,4,greedy-m,0.18001368638013227,0.04613013272538102,3,3.52522030417596,0.10271177485464292,3,0.13643409454339758,0.05012156514622303,3,0.04357959183673469,0.004442251916212471,3,0.6900188377777777,0.30777789037506303,3,0.0,0.0,3,2.6251518722752984,0.29342562078893997,3
11,chain_length,4,lego,9.846786784021083,16.788146968780467,3,3.555935663312519,0.05695859870765702,3,9.820355264746707,16.78053177141996,3,0.026431519274376414,0.00851885089258088,3,0.6908870422222222,0.30895967640908384,3,0.0,0.0,3,-45.6779982567929,83.98292457316336,3
12,chain_length,4,our,0.07450205362836529,0.028107483941516194,3,2.7675513519723474,0.7419853402049886,3,0.042983972499617495,0.01938387478856297,3,0.0315180811287478,0.015172910987819794,3,0.934600342962963,0.050383362469030316,3,333.3333333333333,577.3502691896258,3,-330.9382922495028,577.9640266297513,3
13,chain_length,4,random-m,9.863545967694552,16.775185868912192,3,3.555935663312519,0.05695859870765702,3,9.820355264746707,16.78053177141996,3,0.043190702947845806,0.005472469746089319,3,0.6908870422222222,0.30895967640908384,3,0.0,0.0,3,-45.76179417516024,83.91811304506507,3
14,chain_length,5,cds-m,0.6481333242118157,0.7620346437568882,3,4.423738079282124,0.0590305524013811,3,0.6140073982858898,0.7488407575893022,3,0.03412592592592592,0.013933711377705566,3,0.7732639362962962,0.1914079306878677,3,54410.18602705182,94241.20664812795,3,-54409.002955593605,94245.04058169108,3
15,chain_length,5,drs,0.5619148797477532,0.5779274061213802,3,4.39356614724267,0.09392110239840497,3,0.5142882428429913,0.5761619438997767,3,0.047626636904761904,0.0017658299351297059,3,0.7512242325925925,0.1558947754831839,3,36187.963804829604,62679.391932428414,3,-36186.3798130811,62682.35789607093,3
16,chain_length,5,ffd-m,0.547876784509658,0.5901825805647859,3,4.39356614724267,0.09392110239840497,3,0.5142882428429913,0.5761619438997767,3,0.033588541666666666,0.014419325794925657,3,0.7512242325925925,0.1558947754831839,3,36187.963804829604,62679.391932428414,3,-36186.30962260491,62682.41868284625,3
17,chain_length,5,greedy-m,0.5691870594529687,0.5744522130557833,3,4.39356614724267,0.09392110239840497,3,0.5142882428429913,0.5761619438997767,3,0.05489881660997733,0.0025818668935257637,3,0.7512242325925925,0.1558947754831839,3,38953.89861846898,67470.13156007536,3,-38952.350987619,67473.0803687545,3
18,chain_length,5,lego,0.6481333242118157,0.7620346437568882,3,4.423738079282124,0.0590305524013811,3,0.6140073982858898,0.7488407575893022,3,0.03412592592592592,0.013933711377705566,3,0.7732639362962962,0.1914079306878677,3,54410.18602705182,94241.20664812795,3,-54409.002955593605,94245.04058169108,3
19,chain_length,5,our,0.09843345305278656,0.032420087096750816,3,3.3399883923610485,0.76640325431079,3,0.0571541195864493,0.014244495915031243,3,0.041279333466337255,0.01908754681911865,3,0.9540271133333333,0.05263170948606528,3,333.3333333333333,577.3502691896258,3,-330.4855122062362,577.9512684542465,3
20,chain_length,5,random-m,0.563884489536113,0.5790627018396503,3,4.39356614724267,0.09392110239840497,3,0.5142882428429913,0.5761619438997767,3,0.04959624669312169,0.003120761559567311,3,0.7512242325925925,0.1558947754831839,3,38953.89861846898,67470.13156007536,3,-38952.32447476942,67473.10332956346,3
