index,Experiment,Variable_Value,Algorithm,Total_Delay_D_mean,Total_Delay_D_std,Total_Delay_D_count,Avg_QoS_Q_mean,Avg_QoS_Q_std,Avg_QoS_Q_count,Comp_Delay_mean,Comp_Delay_std,Comp_Delay_count,Comm_Delay_mean,Comm_Delay_std,Comm_Delay_count,Mem_Utilization_mean,Mem_Utilization_std,Mem_Utilization_count,Penalty_Score_mean,Penalty_Score_std,Penalty_Score_count,Fitness_mean,Fitness_std,Fitness_count
0,arrival_rate,200,cds-m,0.36611704830202974,0.1928771723395026,10,4.466830177821717,0.04527779811466397,10,0.3230256538575853,0.1922948249172736,10,0.043091394444444445,0.0076530601467231455,10,0.8488781346666666,0.1192331039845142,10,56746.347835463865,137332.5157718559,10,-56743.71159052756,137333.41675302933,10
1,arrival_rate,200,drs,0.43015769567701706,0.2448662655167261,10,4.466338336646017,0.04571947131283925,10,0.37844705752508967,0.24816568430812044,10,0.05171063815192743,0.005368645629049755,10,0.8398819204444445,0.11328221644468779,10,68728.58338925627,137058.24960391238,10,-68726.267839398,137059.21915679838,10
2,arrival_rate,200,ffd-m,0.36508182556589575,0.19382640394516118,10,4.466438779888004,0.04441735523460189,10,0.32238746445478467,0.19054407765001719,10,0.042694361111111113,0.009003418957334837,10,0.8475557524444444,0.11768831204579147,10,56746.347835463865,137332.5157718559,10,-56743.70680581181,137333.4221393129,10
3,arrival_rate,200,greedy-m,0.39298912208586534,0.18931470480605186,10,4.4673218164071224,0.04352973838357564,10,0.34196320763008303,0.19066961954181938,10,0.05102591445578232,0.0036536077159879297,10,0.8425266848888888,0.11290144366512687,10,56746.347835463865,137332.5157718559,10,-56743.84545925789,137333.37279948167,10
4,arrival_rate,200,lego,0.36611704830202974,0.1928771723395026,10,4.466830177821717,0.04527779811466397,10,0.3230256538575853,0.1922948249172736,10,0.043091394444444445,0.0076530601467231455,10,0.8488781346666666,0.1192331039845142,10,56746.347835463865,137332.5157718559,10,-56743.71159052756,137333.41675302933,10
5,arrival_rate,200,our,0.13003463264907647,0.05187379475176053,10,3.608018493843572,0.45640113334944366,10,0.08333482137810036,0.04537227450554985,10,0.046699811270976097,0.010898865996801593,10,0.9402043664444445,0.045231366519109154,10,300.0,483.045891539648,10,-297.04215466940184,483.2836532961753,10
6,arrival_rate,200,random-m,0.42867327017637546,0.24389514312798347,10,4.462834904134181,0.04525167916735817,10,0.37789066977955005,0.24716386462125486,10,0.0507826003968254,0.004263392736447422,10,0.8385595382222222,0.11153667445989084,10,68728.58338925627,137058.24960391238,10,-68726.263920703,137059.22208197333,10
7,arrival_rate,300,cds-m,0.9871681445238952,0.6583793321927721,10,4.331101798605658,0.22351720400411546,10,0.9385477694672059,0.6548150100849796,10,0.04862037505668934,0.00955695279291543,10,0.9581914428888888,0.030158872260614,10,507044.33092413965,522712.646136278,10,-507044.93566306366,522715.6176740995,10
8,arrival_rate,300,drs,0.9828211111902977,0.6038635546618378,10,4.386595691277405,0.18083109495689945,10,0.9315002542930945,0.6044958127222075,10,0.051320856897203324,0.004618504225150221,10,0.9587734488888889,0.023635730996009147,10,522394.38598242204,556377.0769813815,10,-522394.91349228675,556379.954038562,10
9,arrival_rate,300,ffd-m,1.1041036777935314,0.616149621830009,10,4.42846521039495,0.05012462723893395,10,1.0529868741654134,0.6151019344165461,10,0.051116803628117914,0.0057728122771256545,10,0.9695719602222223,0.018361707651074907,10,610878.0444199208,538403.5764320343,10,-610879.1364730992,538406.4234071187,10
10,arrival_rate,300,greedy-m,1.0696707698522594,0.5377663757263449,10,4.4292355702456945,0.05748473045290138,10,1.0173203640699464,0.5388757213153726,10,0.052350405782312925,0.0033986881477673417,10,0.94982374,0.04179651508805939,10,607546.334402758,466436.98931228346,10,-607547.253521037,466439.4123037597,10
11,arrival_rate,300,lego,0.9871681445238952,0.6583793321927721,10,4.331101798605658,0.22351720400411546,10,0.9385477694672059,0.6548150100849796,10,0.04862037505668934,0.00955695279291543,10,0.9581914428888888,0.030158872260614,10,507044.33092413965,522712.646136278,10,-507044.93566306366,522715.6176740995,10
12,arrival_rate,300,our,0.12277102882656299,0.06061833250304425,10,3.321793065915481,0.3219928132871814,10,0.0814447237267299,0.05449797904504837,10,0.0413263050998331,0.009095925526486928,10,0.9340697633333332,0.04654720348648996,10,700.0,483.045891539648,10,-697.2920620782173,483.0472143625866,10
13,arrival_rate,300,random-m,0.9679298455749137,0.5497456745451369,10,4.430905701617823,0.053865377654108676,10,0.9160905873360626,0.5518259450296686,10,0.05183925823885109,0.0032628046623211886,10,0.9548528075555556,0.03076967795649677,10,633868.3166607043,508988.37557022227,10,-633868.7254042306,508990.77536919306,10
14,arrival_rate,400,cds-m,2.199217997434855,1.0841321059394078,10,4.364746497661591,0.11514551253993628,10,2.147653638237764,1.0833662645947015,10,0.05156435919709107,0.00504891447801075,10,0.9798367744444445,0.010103724592333259,10,2224588.494785322,1546825.1893877487,10,-2224595.1261288114,1546829.677940601,10
15,arrival_rate,400,drs,1.8824282656520068,1.067250426291694,10,4.367958287253406,0.10787876346120472,10,1.8315832138503694,1.067313939482636,10,0.05084505180163752,0.003905430768089905,10,0.9513749033333333,0.03548643346000565,10,2180220.026554859,1669367.2410097485,10,-2180225.0707378997,1669371.7788749333,10
16,arrival_rate,400,ffd-m,2.1675447957203113,1.1198810972982491,10,4.359259966083938,0.10940311232280607,10,2.115956709557329,1.1195918139886762,10,0.05158808616298231,0.007246654829202931,10,0.9760699331111111,0.01621083871630982,10,2162355.1509971633,1592386.9918572279,10,-2162361.6294611758,1592391.7083171918,10
17,arrival_rate,400,greedy-m,1.9244546692278863,1.0604060323601698,10,4.382187631229514,0.11601085429942747,10,1.872911430603175,1.0602334702509943,10,0.05154323862471134,0.0038831159702428027,10,0.9425010684444445,0.04078326006050434,10,2186155.501757113,1524620.0001383722,10,-2186160.7418428278,1524624.6719563147,10
18,arrival_rate,400,lego,2.199217997434855,1.0841321059394078,10,4.364746497661591,0.11514551253993628,10,2.147653638237764,1.0833662645947015,10,0.05156435919709107,0.00504891447801075,10,0.9798367744444445,0.010103724592333259,10,2224588.494785322,1546825.1893877487,10,-2224595.1261288114,1546829.677940601,10
19,arrival_rate,400,our,0.13727246684552194,0.06707525858871419,10,3.1843898000871027,0.26213133482524303,10,0.09860240531423016,0.06239525402390583,10,0.03867006153129178,0.007358879185783406,10,0.9444647173333334,0.03656430090184248,10,900.0,316.22776601683796,10,-897.5019725341405,316.2039253021364,10
20,arrival_rate,400,random-m,1.8280861682704448,1.0697937885750362,10,4.378781220154983,0.11161358214224246,10,1.777579378198109,1.0710342072157573,10,0.050506790072335626,0.004023884722494967,10,0.9465969784444445,0.02841924565980607,10,2201986.482114562,1605912.2372176964,10,-2201991.243764183,1605916.7564722102,10
21,arrival_rate,500,cds-m,2.8558870625620254,1.2210963715539256,10,4.346624679100174,0.10568207177757354,10,2.8031091094582608,1.220414072218777,10,0.052777953103764916,0.006389886103515835,10,0.9760343853333333,0.019824183745632037,10,4225485.810129632,2641741.7218466727,10,-4225495.742940266,2641745.7240755972,10
